rn,clusid
Br2305_elhkhjee-1,X3
Br2305_elhnkhok-1,X3
Br2305_elhpkcli-1,X3
Br2305_elilggag-1,X7
Br2305_eljeeipe-1,X7
Br2305_eljfpakl-1,X7
Br2305_elkbndaj-1,X10
Br2305_elkbpbhn-1,X2
Br2305_elkfblkh-1,X7
Br2305_elkhhele-1,X14
Br2305_elkhjghd-1,X3
Br2305_elkkdcoi-1,X2
Br2305_elkkolah-1,X7
Br2305_elklpnph-1,X10
Br2305_ellbgeba-1,X3
Br2305_ellccgdj-1,X7
Br2305_elldgcoc-1,X2
Br2305_ellfkclc-1,X18
Br2305_ellkdoba-1,X2
Br2305_elllmefb-1,X13
Br2305_elmajegg-1,X4
Br2305_elmcdghn-1,X2
Br2305_elmeacop-1,X3
Br2305_elmgfbem-1,X7
Br2305_elmiaeob-1,X10
Br2305_elmkfpln-1,X13
Br2305_elnocajk-1,X13
Br2305_elocehdf-1,X3
Br2305_elocknkf-1,X3
Br2305_elohbdlm-1,X3
Br2305_elojffoe-1,X1
Br2305_elolhjpg-1,X14
Br2305_elopopla-1,X10
Br2305_elpadfpe-1,X10
Br2305_elpedbog-1,X7
Br2305_elphbmad-1,DISCARD
Br2305_elpiocmf-1,X10
Br2305_emadploi-1,X3
Br2305_emaidigc-1,X2
Br2305_embbgelj-1,X10
Br2305_embdhldp-1,X10
Br2305_embheian-1,DISCARD
Br2305_embjlmnf-1,X3
Br2305_embngjdc-1,X5
Br2305_emcmloip-1,X2
Br2305_emdpfige-1,X3
Br2305_emdppffh-1,X7
Br2305_emebjjao-1,X1
Br2305_emefnheh-1,X3
Br2305_emegccea-1,X10
Br2305_emeglklp-1,X3
Br2305_emeidnba-1,X7
Br2305_emekjgee-1,X3
Br2305_emeohcmk-1,X3
Br2305_emfbmioc-1,X3
Br2305_emfffdgf-1,X5
Br2305_emfmcnah-1,X1
Br2305_emfneolb-1,X3
Br2305_emfoagjo-1,X7
Br2305_emfohaji-1,X10
Br2305_emfojcme-1,X3
Br2305_emfpffgm-1,X10
Br2305_emgdagpk-1,X3
Br2305_emglbhbp-1,X7
Br2305_emgldpab-1,X10
Br2305_emgllnpj-1,DISCARD
Br2305_emhbjcbc-1,X14
Br2305_emhdmkeb-1,X5
Br2305_emhdodbn-1,X10
Br2305_emhfepoo-1,X3
Br2305_emhfgjfc-1,X10
Br2305_emhniecb-1,X1
Br2305_emimnmaj-1,X10
Br2305_emipgdmf-1,X10
Br2305_emjbmjde-1,X3
Br2305_emjekgnl-1,X2
Br2305_emjfoapp-1,X3
Br2305_emjgebdo-1,X3
Br2305_emjhcjbf-1,X4
Br2305_emjhgphd-1,X3
Br2305_emjhjakp-1,X14
Br2305_emjhoofe-1,X3
Br2305_emjilfhm-1,X3
Br2305_emjlbapo-1,X3
Br2305_emjlmeph-1,DISCARD
Br2305_emjohgbf-1,X7
Br2305_emkeddfh-1,X5
Br2305_emkfhhab-1,X3
Br2305_emkinmhn-1,X3
Br2305_emkjdaii-1,X10
Br2305_emkkdeng-1,X12
Br2305_emkocckd-1,X3
Br2305_emlbgpbl-1,X2
Br2305_emlhabco-1,X10
Br2305_emlhoggl-1,X3
Br2305_emmbbilp-1,X3
Br2305_emmbgbpe-1,X3
Br2305_emmmglpd-1,X3
Br2305_emmndaeb-1,X4
Br2305_emnfhfib-1,X2
Br2305_emngchga-1,X10
Br2305_emnhnmhc-1,X3
Br2305_emnigbck-1,X3
Br2305_emnijnpo-1,X12
Br2305_emniolca-1,X3
Br2305_emnledmo-1,X10
Br2305_emnnfnnb-1,DISCARD
Br2305_emnomdkf-1,X3
Br2305_emohmimp-1,X3
Br2305_emoimofp-1,X3
Br2305_emokhdmi-1,X3
Br2305_emonehfi-1,X3
Br2305_empkpdoa-1,X4
Br2305_emplalaf-1,X2
Br2305_emplbdne-1,X2
Br2305_empmlolj-1,X3
Br2305_empppnfh-1,X3
Br2305_enahpnop-1,X14
Br2305_enaldphg-1,X3
Br2305_enbbchbk-1,X14
Br2305_enbmdiha-1,X5
Br2305_encdifka-1,DISCARD
Br2305_encipdii-1,X7
Br2305_enckjpia-1,X13
Br2305_enclpchn-1,X3
Br2305_encocjnn-1,X3
Br2305_encppdok-1,X10
Br2305_endbmhbf-1,X3
Br2305_endcpdbj-1,X3
Br2305_endfinio-1,X10
Br2305_endglooo-1,X7
Br2305_endjahih-1,X10
Br2305_endmndll-1,X3
Br2305_enebnkbk-1,X3
Br2305_eneihidm-1,X3
Br2305_eneimifd-1,DISCARD
Br2305_enejflfg-1,X10
Br2305_enejjaeh-1,X3
Br2305_enfebhec-1,DISCARD
Br2305_enfecjof-1,X3
Br2305_enfenhoj-1,X3
Br2305_enfmbfna-1,X10
Br2305_enfoamog-1,X4
Br2305_engdhpal-1,X10
Br2305_engffkfm-1,X7
Br2305_engfkfbb-1,X3
Br2305_engjplno-1,X3
Br2305_engoepfg-1,X3
Br2305_engpbccd-1,X3
Br2305_enhfikjc-1,X5
Br2305_enhgchio-1,X3
Br2305_enhhmffg-1,X4
Br2305_enhloeek-1,X5
Br2305_enibcfmk-1,X3
Br2305_enicholi-1,X10
Br2305_enifkfpo-1,X3
Br2305_eniimpdk-1,X3
Br2305_enikmbbp-1,X3
Br2305_enilnoin-1,X10
Br2305_enipakef-1,X5
Br2305_enjcgoaa-1,X2
Br2305_enjpdiba-1,X7
Br2305_enkbngcf-1,X3
Br2305_enkdhpoo-1,X3
Br2305_enkhpmoh-1,X1
Br2305_enkimkng-1,X3
Br2305_enkipiie-1,X3
Br2305_enkphmen-1,X4
Br2305_enlalkod-1,X4
Br2305_enlcncef-1,X2
Br2305_enlhpmfd-1,X10
Br2305_enlilppl-1,X3
Br2305_enllhieb-1,X3
Br2305_enmeacop-1,X3
Br2305_enmocofn-1,X2
Br2305_enmploce-1,X10
Br2305_ennokkjn-1,X10
Br2305_enopnkfh-1,X3
Br2305_enpeljfm-1,X3
Br2305_enpgfjcm-1,X1
Br2305_enpkedhh-1,X7
Br2305_enpkocfh-1,X7
Br2305_enpoclfb-1,X3
Br2305_enpolejh-1,X10
Br2305_eoaanbde-1,X6
Br2305_eoagnece-1,X2
Br2305_eoajllod-1,X10
Br2305_eoaljgbl-1,X10
Br2305_eoanaigm-1,X10
Br2305_eoaollop-1,X3
Br2305_eobfdbhh-1,X10
Br2305_eobigbil-1,X3
Br2305_eobmlfge-1,X2
Br2305_eoccacnp-1,X3
Br2305_eociaacj-1,X3
Br2305_eocimeck-1,X10
Br2305_eockboch-1,X3
Br2305_eocnkdhp-1,X7
Br2305_eoddcggd-1,X7
Br2305_eodjjbbn-1,X10
Br2305_eodkammb-1,X3
Br2305_eoebdklg-1,X3
Br2305_eoegphoo-1,X3
Br2305_eoeichbb-1,X4
Br2305_eoejpbkg-1,X3
Br2305_eoenmadp-1,X2
Br2305_eofeondh-1,X3
Br2305_eofgaomd-1,X10
Br2305_eofhjibh-1,X3
Br2305_eofidchc-1,X3
Br2305_eofikhmi-1,X3
Br2305_eofkfcan-1,X2
Br2305_eofmhaek-1,X2
Br2305_eofoohol-1,X4
Br2305_eogaepmp-1,X3
Br2305_eogahjca-1,X3
Br2305_eogbjced-1,X5
Br2305_eogdfiog-1,X3
Br2305_eogknopi-1,X3
Br2305_eohbgdke-1,X7
Br2305_eohcplgp-1,X3
Br2305_eohmkibf-1,X3
Br2305_eohpfdca-1,X7
Br2305_eoibolfe-1,X3
Br2305_eoicloin-1,X3
Br2305_eoiinlld-1,X3
Br2305_eoioiooc-1,X2
Br2305_eojapiig-1,X3
Br2305_eojkglhc-1,X3
Br2305_eojkmioh-1,X3
Br2305_eokbigme-1,X3
Br2305_eoklpfpe-1,X5
Br2305_eolafeob-1,DISCARD
Br2305_eolapfai-1,X3
Br2305_eolhjaed-1,X2
Br2305_eomjffhp-1,X3
Br2305_eomneeen-1,X3
Br2305_eomochfg-1,X7
Br2305_eondpeod-1,X3
Br2305_eonfepgk-1,X10
Br2305_eonghaaa-1,X10
Br2305_eonhccak-1,X10
Br2305_eonkbpen-1,X2
Br2305_eonpcmhf-1,X3
Br2305_eoogcheh-1,X4
Br2305_eooimnnf-1,X3
Br2305_eophookp-1,X3
Br2305_eopnigbb-1,DISCARD
Br2305_eoppcojj-1,X10
Br2305_epajbkci-1,X2
Br2305_epakapln-1,X7
Br2305_epalbagn-1,X3
Br2305_epbdjmgm-1,X3
Br2305_epbgkgpc-1,X3
Br2305_epdlifhd-1,X3
Br2305_epekhhmg-1,X2
Br2305_epelfekf-1,X3
Br2305_epeobogf-1,X3
Br2305_epeojaph-1,X5
Br2305_epfapajm-1,X6
Br2305_epfhnfio-1,X6
Br2305_epflfddd-1,X6
Br2305_epfoifnh-1,X3
Br2305_epgdlpkd-1,X3
Br2305_epgmocjc-1,X6
Br2305_ephiajpe-1,X6
Br2305_ephncmod-1,X6
Br2305_ephnldlm-1,X6
Br2305_epiagmhf-1,DISCARD
Br2305_epiaiajg-1,X3
Br2305_epienlcb-1,X3
Br2305_epigbjbm-1,X3
Br2305_epipdcjm-1,X3
Br2305_epjbfnak-1,X3
Br2305_epjicfff-1,X5
Br2305_epjmlhhn-1,X10
Br2305_epkbdgee-1,X3
Br2305_epkffkle-1,X10
Br2305_epkgapcj-1,X3
Br2305_epkhenne-1,X3
Br2305_epknmfdp-1,X3
Br2305_epknnfcn-1,X3
Br2305_epkopdeo-1,X3
Br2305_eplejmpg-1,X3
Br2305_eplhimde-1,X5
Br2305_eplijgnf-1,X3
Br2305_epljahfo-1,X6
Br2305_epljhpdj-1,X3
Br2305_eplkhlge-1,X3
Br2305_eplkofio-1,X3
Br2305_epllhlec-1,X3
Br2305_eplliooh-1,X3
Br2305_eplmecmg-1,X3
Br2305_eplnaiho-1,X5
Br2305_epmbebki-1,X6
Br2305_epmdiije-1,X2
Br2305_epmdpnck-1,X3
Br2305_epmleeof-1,X2
Br2305_epmocggk-1,X3
Br2305_epncmjjh-1,X4
Br2305_epnhhhhp-1,X3
Br2305_epnhojoc-1,X5
Br2305_epnkoiha-1,X3
Br2305_epnpgchp-1,X5
Br2305_epoicana-1,X10
Br2305_epoidgpi-1,X6
Br2305_epopogdh-1,X6
Br2305_eppnknlb-1,X3
Br2305_faabmime-1,X6
Br2305_faacamhj-1,X3
Br2305_faafejbi-1,X6
Br2305_faamedgm-1,X3
Br2305_faancokm-1,X3
Br2305_faapgehk-1,X3
Br2305_fabbniai-1,X3
Br2305_fabconph-1,X4
Br2305_fabcppoe-1,X3
Br2305_fabeooph-1,X3
Br2305_fabfoakb-1,X3
Br2305_fabkkded-1,X3
Br2305_fablnheo-1,X3
Br2305_faboedpd-1,X3
Br2305_fabpadmp-1,X3
Br2305_facbolnj-1,X5
Br2305_fachbncj-1,X5
Br2305_facipald-1,X3
Br2305_facjmemg-1,X3
Br2305_faclcaib-1,X3
Br2305_facnhklo-1,X7
Br2305_fadbmeen-1,X3
Br2305_faddkhpj-1,X6
Br2305_fadkcphc-1,X3
Br2305_faedalfm-1,X3
Br2305_faedgchc-1,DISCARD
Br2305_faedopcp-1,X5
Br2305_faeeeiml-1,X3
Br2305_faefeapp-1,X3
Br2305_faemejmo-1,X3
Br2305_fafaakhl-1,X3
Br2305_fafhlkfg-1,X3
Br2305_fafjifcj-1,X5
Br2305_fafkcpga-1,X10
Br2305_fagbjelk-1,X10
Br2305_faghejnl-1,X3
Br2305_faghnjkc-1,X3
Br2305_fagkjcic-1,X3
Br2305_fagkkooo-1,X3
Br2305_fagldfnb-1,X3
Br2305_fagmdjpn-1,X3
Br2305_fagmicfk-1,X3
Br2305_fahbemli-1,X3
Br2305_fahbiape-1,X7
Br2305_fahmclfb-1,DISCARD
Br2305_fahmndei-1,X3
Br2305_faialaej-1,X4
Br2305_faifjmen-1,DISCARD
Br2305_faijahnn-1,X3
Br2305_fainkjei-1,X7
Br2305_fajanodi-1,X3
Br2305_fajibgoo-1,X3
Br2305_fakaoiji-1,X4
Br2305_fakdione-1,X3
Br2305_fakeingp-1,DISCARD
Br2305_fakjphhk-1,X3
Br2305_fakljgpj-1,X7
Br2305_faklnngm-1,X10
Br2305_fakoglki-1,X2
Br2305_falgilff-1,X3
Br2305_falhhoja-1,X3
Br2305_faljhphf-1,X3
Br2305_falljeoe-1,X3
Br2305_falljhlc-1,X3
Br2305_falopael-1,X5
Br2305_famdmhli-1,X5
Br2305_famehcdj-1,X7
Br2305_famfdigg-1,X3
Br2305_famggdgi-1,X3
Br2305_famlilbn-1,X3
Br2305_famnphld-1,X3
Br2305_fancfppg-1,X3
Br2305_fanfopcd-1,X3
Br2305_faodogpo-1,X3
Br2305_faogjjhg-1,X4
Br2305_faokfiim-1,X3
Br2305_fapbdigf-1,X10
Br2305_fapgpcpn-1,X3
Br2305_fapjocae-1,X3
Br2305_fapmanok-1,X3
Br2305_fapopkhg-1,X3
Br2305_fbadeobh-1,X3
Br2305_fbaeaocl-1,X3
Br2305_fbafbigf-1,X3
Br2305_fbagilea-1,X3
Br2305_fbagmiib-1,X3
Br2305_fbanfngj-1,X3
Br2305_fbbchdlm-1,X3
Br2305_fbbdmlfp-1,X13
Br2305_fbbecadd-1,X3
Br2305_fbbfeecl-1,X2
Br2305_fbbheoja-1,X7
Br2305_fbbimjgj-1,DISCARD
Br2305_fbbmohmc-1,X3
Br2305_fbcaokde-1,X10
Br2305_fbcejcfk-1,X5
Br2305_fbcjmnhg-1,X3
Br2305_fbdedgpj-1,X2
Br2305_fbdgdlfi-1,X3
Br2305_fbdggffg-1,X3
Br2305_fbdmjige-1,X3
Br2305_fbdmofhc-1,X4
Br2305_fbefepha-1,X3
Br2305_fbekefdi-1,X3
Br2305_fbepabed-1,X5
Br2305_fbepojfh-1,X2
Br2305_fbfbbbam-1,X17
Br2305_fbfgfogo-1,X7
Br2305_fbfgghfg-1,X3
Br2305_fbfgkdlp-1,X10
Br2305_fbfhfcpn-1,X4
Br2305_fbfikmfd-1,X2
Br2305_fbfphmip-1,X13
Br2305_fbgdabkn-1,X13
Br2305_fbhlilce-1,X2
Br2305_fbighhio-1,X2
Br2305_fbiiojlc-1,X13
Br2305_fbijeenj-1,X3
Br2305_fbimbgkn-1,X3
Br2305_fbinjaip-1,X3
Br2305_fbjdipkg-1,X3
Br2305_fbjhkaml-1,X3
Br2305_fbjmncdl-1,X10
Br2305_fbjnfohi-1,X5
Br2305_fbklknpd-1,X5
Br2305_fblefbml-1,X3
Br2305_fbllbpgb-1,X3
Br2305_fblpogca-1,X5
Br2305_fbmaphnk-1,X10
Br2305_fbmbbili-1,DISCARD
Br2305_fbmdbgmm-1,X7
Br2305_fbmejpmj-1,X7
Br2305_fbmhfnnh-1,X10
Br2305_fbmijnll-1,X3
Br2305_fbmneogn-1,X3
Br2305_fbmoeabo-1,X2
Br2305_fbnjodea-1,X2
Br2305_fbnkdkci-1,X5
Br2305_fbnkegnl-1,X4
Br2305_fbpileii-1,X2
Br2305_fbpnddpb-1,X3
Br2305_fcadhhbh-1,DISCARD
Br2305_fcaeknke-1,X3
Br2305_fcahegma-1,X2
Br2305_fcaihaif-1,X3
Br2305_fcalaelo-1,X1
Br2305_fcalcael-1,X3
Br2305_fcbbhfda-1,X3
Br2305_fcbbjdaf-1,X6
Br2305_fcbgngko-1,X6
Br2305_fcblkplp-1,X6
Br2305_fcbmabdc-1,DISCARD
Br2305_fcbmfifb-1,X10
Br2305_fcboafnb-1,X3
Br2305_fcbpjbec-1,X2
Br2305_fccafbdj-1,X2
Br2305_fccfncng-1,X3
Br2305_fcckjgkb-1,X17
Br2305_fccoiaen-1,X7
Br2305_fccpobeh-1,X4
Br2305_fcdeafcg-1,X14
Br2305_fcdjkpnm-1,X3
Br2305_fcdljpem-1,X2
Br2305_fcdlpajh-1,X3
Br2305_fceanfml-1,X1
Br2305_fcebigok-1,X3
Br2305_fceijhme-1,X3
Br2305_fcekhdlj-1,X3
Br2305_fceolgln-1,X2
Br2305_fcepmaka-1,X3
Br2305_fcfaclji-1,X3
Br2305_fcfbdfek-1,X3
Br2305_fcfhemoe-1,X3
Br2305_fcfjanhd-1,X3
Br2305_fcfmjdad-1,X3
Br2305_fcgcodjc-1,DISCARD
Br2305_fcggjnae-1,X7
Br2305_fcgkeghl-1,X7
Br2305_fchbimdm-1,X2
Br2305_fciamchp-1,X1
Br2305_fcidaboj-1,X10
Br2305_fciemdon-1,X3
Br2305_fciikgle-1,X3
Br2305_fcimbicc-1,X10
Br2305_fcimgdgc-1,X3
Br2305_fcinpalf-1,X3
Br2305_fciokfpg-1,X3
Br2305_fcjbpflc-1,X5
Br2305_fcjegcla-1,DISCARD
Br2305_fcjjeoeg-1,X2
Br2305_fcjnepca-1,X7
Br2305_fckbpabc-1,X1
Br2305_fckcghid-1,X3
Br2305_fckemnoi-1,X3
Br2305_fclcjmbd-1,X3
Br2305_fclclfhn-1,X1
Br2305_fcldcnld-1,X3
Br2305_fcldmcjo-1,X2
Br2305_fclhcdel-1,X4
Br2305_fclipgpd-1,X1
Br2305_fcmdohdk-1,X1
Br2305_fcmhaigh-1,X3
Br2305_fcmndena-1,X3
Br2305_fcmndojf-1,X3
Br2305_fcmockan-1,X10
Br2305_fcmpgpmh-1,DISCARD
Br2305_fcmphpdg-1,X5
Br2305_fcngjdeh-1,X3
Br2305_fcngpenl-1,X7
Br2305_fcnhcjoj-1,X1
Br2305_fcnjjclm-1,X3
Br2305_fcnnbpgc-1,X3
Br2305_fcnpjfmn-1,X3
Br2305_fcnpnllo-1,X17
Br2305_fcoafafn-1,X3
Br2305_fcochbon-1,X6
Br2305_fcoecgme-1,X3
Br2305_fcogppdb-1,X3
Br2305_fcokakpl-1,X3
Br2305_fcpilknm-1,DISCARD
Br2305_fcpjdlap-1,X3
Br2305_fcpklecm-1,DISCARD
Br2305_fcpnooog-1,X2
Br2305_fcpoplgn-1,X10
Br2305_fdaejiia-1,X3
Br2305_fdajoipa-1,X3
Br2305_fdajopcl-1,DISCARD
Br2305_fdbakbmp-1,X3
Br2305_fdbfhoim-1,X3
Br2305_fdblcoap-1,X3
Br2305_fdbpegdb-1,X10
Br2305_fdcdnpah-1,X3
Br2305_fdcgfabl-1,X3
Br2305_fdcihfhd-1,X10
Br2305_fdclgibb-1,X3
Br2305_fddaiiib-1,X3
Br2305_fddcjmpd-1,DISCARD
Br2305_fdddidbo-1,X3
Br2305_fdddidip-1,X10
Br2305_fddekohb-1,X12
Br2305_fddkdgld-1,X2
Br2305_fddpjklp-1,X4
Br2305_fdecfgcn-1,X2
Br2305_fdeohblh-1,X3
Br2305_fdepalnj-1,X4
Br2305_fdfkojdb-1,X14
Br2305_fdfkojdc-1,X3
Br2305_fdfobbkb-1,X3
Br2305_fdfoijga-1,DISCARD
Br2305_fdghenne-1,X4
Br2305_fdglhojo-1,DISCARD
Br2305_fdhbppml-1,X7
Br2305_fdhdfpin-1,X3
Br2305_fdhejefc-1,X3
Br2305_fdhoinig-1,X3
Br2305_fdhpfmfo-1,X3
Br2305_fdibpeid-1,X3
Br2305_fdicginj-1,X10
Br2305_fdilkfao-1,X3
Br2305_fdiomckp-1,X2
Br2305_fdipebfl-1,X5
Br2305_fdjchidb-1,X3
Br2305_fdjemhja-1,X7
Br2305_fdjfbfpd-1,DISCARD
Br2305_fdjfflno-1,X5
Br2305_fdjmljoe-1,X10
Br2305_fdjoacdf-1,X3
Br2305_fdkeaphd-1,DISCARD
Br2305_fdkggeno-1,X3
Br2305_fdkhlhbb-1,X7
Br2305_fdkkbenj-1,X4
Br2305_fdkmhlng-1,X10
Br2305_fdldfape-1,X3
Br2305_fdlfnflp-1,X5
Br2305_fdlggeni-1,X2
Br2305_fdmfpmfm-1,X17
Br2305_fdmiimoc-1,X3
Br2305_fdmooili-1,X3
Br2305_fdnbfdji-1,X3
Br2305_fdncigjk-1,X3
Br2305_fdndpckl-1,X2
Br2305_fdnjdajm-1,X2
Br2305_fdnjljcl-1,X3
Br2305_fdnjpehb-1,X3
Br2305_fdnlkbik-1,X3
Br2305_fdnpgjfj-1,X3
Br2305_fdnpmbpi-1,X14
Br2305_fdofcbop-1,X1
Br2305_fdohcdnp-1,X3
Br2305_fdojofba-1,X3
Br2305_fdokjgcm-1,X10
Br2305_fdoldnoh-1,X3
Br2305_fdombmee-1,X3
Br2305_fdopbfjo-1,X3
Br2305_fdpdgcjf-1,X3
Br2305_fdpjcojj-1,X3
Br2305_fdpkoidm-1,X1
Br2305_fdpockob-1,X6
Br2305_feahipfb-1,X3
Br2305_feajhkdi-1,X12
Br2305_feaooann-1,X3
Br2305_febcfehp-1,X10
Br2305_febejmjp-1,X10
Br2305_fecclaah-1,X3
Br2305_fedehiaj-1,X3
Br2305_fedejjjk-1,X3
Br2305_fedgmfan-1,X3
Br2305_fedjkmpn-1,X10
Br2305_feedpdcg-1,X3
Br2305_feefpffa-1,X3
Br2305_feekfijg-1,X3
Br2305_feemacmg-1,X3
Br2305_feemkldk-1,X3
Br2305_feeohagd-1,X10
Br2305_fefdlddl-1,X1
Br2305_fefibleb-1,X3
Br2305_fegcchan-1,X3
Br2305_fegkkpam-1,X3
Br2305_fegphilj-1,DISCARD
Br2305_fehaoknc-1,X3
Br2305_fehckile-1,X3
Br2305_feicfokp-1,X5
Br2305_feidanpd-1,X3
Br2305_feiehakp-1,X3
Br2305_feikbenf-1,X7
Br2305_fejijnjd-1,X10
Br2305_fejjbppm-1,X10
Br2305_fejkolfn-1,X4
Br2305_fejmbmno-1,X3
Br2305_fejnhbpb-1,X3
Br2305_fekceleh-1,X2
Br2305_fekhclnl-1,X3
Br2305_fekhnlbp-1,X10
Br2305_feklefah-1,X3
Br2305_felbclob-1,X3
Br2305_feliacai-1,X3
Br2305_femfecoj-1,X10
Br2305_femmnnil-1,DISCARD
Br2305_femoihaf-1,X3
Br2305_femokjjn-1,X3
Br2305_fengfibn-1,X2
Br2305_fenkkbak-1,X3
Br2305_fenkpnhc-1,DISCARD
Br2305_fennghan-1,X3
Br2305_fenoglcj-1,X10
Br2305_feoceodh-1,X3
Br2305_feokdegj-1,X5
Br2305_feomlndo-1,X3
Br2305_feopnpip-1,X3
Br2305_fepafafj-1,X3
Br2305_fepanfmh-1,X3
Br2305_fepdpeok-1,X3
Br2305_fepofgeh-1,X3
Br2305_ffacoekl-1,X3
Br2305_ffaicgmh-1,X4
Br2305_ffaidmcj-1,X10
Br2305_ffancbbk-1,X2
Br2305_ffaoenie-1,X3
Br2305_ffbbnoej-1,DISCARD
Br2305_ffclhcng-1,X3
Br2305_ffcnaohm-1,X12
Br2305_ffcpbapf-1,X13
Br2305_ffcpoabh-1,X3
Br2305_ffdchaof-1,X3
Br2305_ffddgggp-1,DISCARD
Br2305_ffdeobcl-1,X10
Br2305_ffdjagja-1,X5
Br2305_ffdnjnhm-1,X3
Br2305_ffdofdmo-1,X3
Br2305_ffeaafim-1,X5
Br2305_ffeabmhc-1,X3
Br2305_ffeddcan-1,X3
Br2305_ffeijoda-1,X7
Br2305_ffemmpnh-1,X5
Br2305_ffeokbfk-1,DISCARD
Br2305_ffeopfhn-1,X2
Br2305_fffdjeag-1,X10
Br2305_fffhbool-1,X2
Br2305_fffiejkf-1,X2
Br2305_fffiflmh-1,X3
Br2305_fffngeoa-1,X3
Br2305_ffgaaokj-1,X3
Br2305_ffggfnie-1,X3
Br2305_ffgifmko-1,X5
Br2305_ffhdngnm-1,X2
Br2305_ffhfiboo-1,X4
Br2305_ffhhdcdf-1,X13
Br2305_ffhioghj-1,X13
Br2305_ffhnmjlf-1,X13
Br2305_ffhnokjk-1,X4
Br2305_ffhocfnd-1,DISCARD
Br2305_ffhocppc-1,X3
Br2305_ffianodo-1,X3
Br2305_ffiioaif-1,X3
Br2305_ffimhcnj-1,X1
Br2305_ffincjcn-1,X3
Br2305_ffjamlhh-1,X1
Br2305_ffjcpgim-1,X3
Br2305_ffjhodgg-1,X5
Br2305_ffjkdlgn-1,X3
Br2305_ffkafhli-1,X3
Br2305_ffkdachh-1,X5
Br2305_ffkegflh-1,X3
Br2305_ffkejhdf-1,X3
Br2305_ffkinplc-1,X3
Br2305_ffkjmcpb-1,X3
Br2305_ffkkadin-1,X5
Br2305_ffklhbif-1,X3
Br2305_fflbcpdo-1,X2
Br2305_fflbmeae-1,DISCARD
Br2305_fflmpbpj-1,X4
Br2305_ffloneij-1,X4
Br2305_ffmdbcpb-1,X3
Br2305_ffmelnll-1,X6
Br2305_ffmlbkee-1,X1
Br2305_ffneiajf-1,X3
Br2305_ffnfldmc-1,X5
Br2305_ffnlkeij-1,DISCARD
Br2305_ffofhdad-1,X3
Br2305_ffomooni-1,X3
Br2305_ffonkjii-1,X2
Br2305_ffoodjpo-1,X3
Br2305_ffpdkhhh-1,X2
Br2305_ffpebcba-1,X1
Br2305_ffphfhfj-1,X10
Br2305_ffpidkhb-1,X4
Br2305_ffpnloce-1,X3
Br2305_ffpollci-1,X6
Br2305_ffpommbg-1,X3
Br2305_fgabaeel-1,X10
Br2305_fgabdgnb-1,X6
Br2305_fgabidbk-1,X3
Br2305_fgaficbm-1,X2
Br2305_fgagljnp-1,X6
Br2305_fgahlnoo-1,X3
Br2305_fgajmngo-1,X5
Br2305_fgannlhe-1,X2
Br2305_fganonfj-1,X5
Br2305_fgapjbjj-1,X5
Br2305_fgbboaki-1,X3
Br2305_fgbebegd-1,X10
Br2305_fgbhaekc-1,X3
Br2305_fgbiebbk-1,X4
Br2305_fgbjllnj-1,X5
Br2305_fgbnojkp-1,X3
Br2305_fgboejfm-1,X3
Br2305_fgcaeljo-1,X3
Br2305_fgcbjoll-1,X5
Br2305_fgccnhhl-1,X2
Br2305_fgcfddbb-1,X5
Br2305_fgchpkgj-1,X7
Br2305_fgcmbgke-1,X3
Br2305_fgcoinjg-1,X3
Br2305_fgcpjmnj-1,X7
Br2305_fgdboeih-1,X2
Br2305_fgdcldkj-1,DISCARD
Br2305_fgddgoin-1,X5
Br2305_fgdljgol-1,X2
Br2305_fgdplgng-1,X6
Br2305_fgeoiomm-1,X5
Br2305_fgfcnopp-1,X3
Br2305_fgffboef-1,X5
Br2305_fgfjalpb-1,X3
Br2305_fgfmilki-1,X3
Br2305_fggidjdf-1,X2
Br2305_fggjckae-1,X3
Br2305_fggolenn-1,X2
Br2305_fghdhdmf-1,X4
Br2305_fghdpgec-1,X10
Br2305_fghojclk-1,X2
Br2305_fghpfchm-1,X2
Br2305_fghpihna-1,X1
Br2305_fgjakpog-1,X3
Br2305_fgjbihgf-1,X7
Br2305_fgjiljja-1,X7
Br2305_fgjkpbbh-1,X3
Br2305_fgjmeifa-1,X3
Br2305_fgkfhmkc-1,X2
Br2305_fgkjkcpp-1,X7
Br2305_fgkliijf-1,X2
Br2305_fgkobdnb-1,X4
Br2305_fglappfe-1,X3
Br2305_fglbfnim-1,DISCARD
Br2305_fglhdcjn-1,X10
Br2305_fgligoci-1,X3
Br2305_fgmcbdeb-1,X3
Br2305_fgmheceo-1,X3
Br2305_fgmhgnpb-1,X6
Br2305_fgmimpgo-1,X3
Br2305_fgmledbn-1,X3
Br2305_fgmmfefk-1,X6
Br2305_fgmmmkff-1,X10
Br2305_fgnbjafn-1,X3
Br2305_fgncapeg-1,X3
Br2305_fgnedeoi-1,X3
Br2305_fgnemhgm-1,X3
Br2305_fgnkipnn-1,X3
Br2305_fgnoaekf-1,X3
Br2305_fgonncel-1,X3
Br2305_fgopbkei-1,X2
Br2305_fgpfpiab-1,X4
Br2305_fgpinjkl-1,X3
Br2305_fgpkkcem-1,X3
Br2305_fgpopmad-1,X2
Br2305_fhaakeig-1,X7
Br2305_fhacogdo-1,X3
Br2305_fhaeddpe-1,X2
Br2305_fhafnibl-1,X7
Br2305_fhahakne-1,X10
Br2305_fhajekcg-1,X3
