rn	clust_M0_lam0.2_k25_kgeom30_res1	clust_M0_lam0.2_k50_kgeom30_res1	clust_M0_lam0.2_k100_kgeom30_res1
Br0942_djihpahe-1	X2	X2	X2
Br0942_djikhbki-1	X17	X11	X10
Br0942_djimhjbk-1	X9	X9	X14
Br0942_djiofemj-1	X17	X11	X10
Br0942_djipkngf-1	X17	X11	X10
Br0942_djjbcffd-1	X3	X4	X3
Br0942_djjcobik-1	X18	X17	X6
Br0942_djjgkcef-1	X9	X9	X14
Br0942_djjhlhae-1	X1	X1	X1
Br0942_djjiaocf-1	X16	X12	X15
Br0942_djjjjcmc-1	X14	X4	X11
Br0942_djjklood-1	X17	X11	X10
Br0942_djjnlgoo-1	X14	X11	X10
Br0942_djjobfgp-1	X17	X11	X10
Br0942_djjohfjh-1	X16	X12	X15
Br0942_djjpaejl-1	X1	X1	X1
Br0942_djkajiem-1	X16	X12	X8
Br0942_djkddfjm-1	X5	X5	X4
Br0942_djkdkfba-1	X8	X7	X7
Br0942_djkgmoah-1	X10	X12	X8
Br0942_djkinlhc-1	X3	X18	X15
Br0942_djklfpce-1	X3	X4	X3
Br0942_djkpgkhe-1	X9	X9	X14
Br0942_djlggjpc-1	X17	X11	X10
Br0942_djlkceod-1	X12	X11	X10
Br0942_djlndaff-1	X12	X11	X10
Br0942_djmaeigi-1	X3	X4	X3
Br0942_djmgbfjj-1	X10	X18	X15
Br0942_djmjdpae-1	X1	X1	X1
Br0942_djnjdahm-1	X9	X4	X6
Br0942_djnjnnbf-1	X18	X17	X6
Br0942_djnlkbch-1	X17	X11	X10
Br0942_djnmgkmd-1	X17	X11	X11
Br0942_djnogjpj-1	X12	X11	X10
Br0942_djodpamd-1	X2	X2	X2
Br0942_djofnabc-1	X17	X11	X10
Br0942_djogpmjb-1	X14	X4	X11
Br0942_djonlcdm-1	X5	X5	X4
Br0942_djopkcpn-1	X1	X1	X1
Br0942_djpaijhf-1	X17	X11	X10
Br0942_djpalpff-1	X12	X11	X10
Br0942_djpchlef-1	X8	X7	X7
Br0942_djpfobjj-1	X2	X2	X2
Br0942_djpgnjdd-1	X18	X12	X8
Br0942_djpighje-1	X8	X7	X6
Br0942_dkaeilpk-1	X5	X5	X4
Br0942_dkagcelk-1	X14	X4	X3
Br0942_dkahojho-1	X17	X11	X10
Br0942_dkakidam-1	X1	X1	X1
Br0942_dkalgbda-1	X9	X9	X14
Br0942_dkanahpe-1	X18	X17	X6
Br0942_dkbamfof-1	X5	X5	X4
Br0942_dkbdnbec-1	X18	X4	X15
Br0942_dkbkphgg-1	X3	X4	X3
Br0942_dkblafkh-1	X9	X9	X6
Br0942_dkbmbcpm-1	X9	X9	X14
Br0942_dkbofhco-1	X16	X12	X8
Br0942_dkcahilm-1	X17	X11	X10
Br0942_dkcbjpfh-1	X2	X2	X2
Br0942_dkcefgjc-1	X6	X6	X5
Br0942_dkcejhfj-1	X6	X6	X5
Br0942_dkcjimcm-1	X4	X15	X13
Br0942_dkcobgfe-1	X6	X6	X5
Br0942_dkcpkajg-1	X2	X2	X2
Br0942_dkddklec-1	X6	X6	X5
Br0942_dkddofib-1	X4	X2	X2
Br0942_dkdeenpn-1	X3	X4	X3
Br0942_dkdhgmgn-1	X2	X2	X2
Br0942_dkdmcfkb-1	X4	X15	X13
Br0942_dkdobcjn-1	X4	X6	X13
Br0942_dkdoejmn-1	X6	X6	X5
Br0942_dkdpejbc-1	X6	X6	X5
Br0942_dkednelh-1	X25	X20	X20
Br0942_dkeiejco-1	X1	X1	X20
Br0942_dkeiogle-1	X24	X20	X10
Br0942_dkephbbo-1	X24	X20	X10
Br0942_dkepnhjm-1	X24	X20	X10
Br0942_dkfagkmk-1	X25	X20	X20
Br0942_dkfbajfh-1	X9	X9	X6
Br0942_dkfbojmc-1	X25	X20	X10
Br0942_dkfcgiip-1	X24	X20	X10
Br0942_dkfekigk-1	X5	X5	X4
Br0942_dkffiolc-1	X1	X1	X1
Br0942_dkfilmfe-1	X2	X2	X2
Br0942_dkfleepo-1	X4	X15	X13
Br0942_dkfmgomc-1	X19	X6	X13
Br0942_dkfnnicg-1	X19	X6	X13
Br0942_dkgebjdh-1	X2	X2	X2
Br0942_dkgljpof-1	X4	X15	X13
Br0942_dkgmnicp-1	X6	X6	X5
Br0942_dkgpmomc-1	X2	X2	X2
Br0942_dkhblbkm-1	X25	X20	X20
Br0942_dkhdifmf-1	X4	X1	X1
Br0942_dkhfngoa-1	X25	X20	X20
Br0942_dkhhlpan-1	X1	X1	X1
Br0942_dkhhoeii-1	X25	X20	X20
Br0942_dkhialgb-1	X25	X20	X20
Br0942_dkhklmmi-1	X11	X11	X9
Br0942_dkhlamlc-1	X10	X18	X8
Br0942_dkhnhdej-1	X5	X5	X4
Br0942_dkialjki-1	X25	X20	X20
Br0942_dkideagh-1	X2	X2	X2
Br0942_dkikhoii-1	X4	X15	X13
Br0942_dkikibba-1	X2	X2	X2
Br0942_dkjakfap-1	X5	X5	X4
Br0942_dkjcdaik-1	X6	X6	X5
Br0942_dkjfkjbj-1	X25	X20	X20
Br0942_dkjjcffi-1	X25	X20	X20
Br0942_dkjjnkpg-1	X12	X11	X10
Br0942_dkjkhahm-1	X8	X7	X7
Br0942_dkjmnkkb-1	X1	X1	X1
Br0942_dkjmoiem-1	X1	X1	X1
Br0942_dkjnddgl-1	X10	X12	X8
Br0942_dkjopdej-1	X19	X6	X13
Br0942_dkkbhece-1	X14	X4	X16
Br0942_dkkklich-1	X21	X11	X16
Br0942_dkkmcmle-1	X10	X12	X8
Br0942_dkkngmel-1	X18	X17	X6
Br0942_dklckgdj-1	X18	X17	X6
Br0942_dklfllio-1	X8	X7	X7
Br0942_dklkoook-1	X4	X15	X1
Br0942_dkmfcfdk-1	X4	X15	X1
Br0942_dkmfldel-1	X6	X6	X5
Br0942_dkmggoej-1	X1	X1	X1
Br0942_dkmgknio-1	X12	X11	X10
Br0942_dkmgmigm-1	X10	X12	X8
Br0942_dkmkmilf-1	X12	X11	X10
Br0942_dkmlpjbe-1	X10	X12	X15
Br0942_dkmonahg-1	X18	X17	X6
Br0942_dkmpjcbd-1	X14	X4	X6
Br0942_dkmpkjai-1	X14	X4	X6
Br0942_dknagpkl-1	X16	X12	X8
Br0942_dknahacd-1	X10	X12	X8
Br0942_dknenklb-1	X5	X5	X4
Br0942_dknopdeh-1	X21	X19	X16
Br0942_dkodhmom-1	X3	X1	X1
Br0942_dkogdilb-1	X1	X1	X1
Br0942_dkoifipk-1	X8	X7	X7
Br0942_dkojhdep-1	X16	X12	X8
Br0942_dkpampbh-1	X8	X7	X7
Br0942_dkpbgnji-1	X16	X12	X8
Br0942_dkpefolo-1	X2	X2	X2
Br0942_dkpemjln-1	X5	X5	X4
Br0942_dkpepmai-1	X20	X18	X15
Br0942_dkpfaggh-1	X10	X12	X8
Br0942_dkphjleo-1	X12	X11	X10
Br0942_dkpnnohd-1	X10	X10	X8
Br0942_dlaamcgn-1	X2	X2	X2
Br0942_dlaeoinm-1	X2	X2	X2
Br0942_dlahbpen-1	X8	X7	X7
Br0942_dlaigagc-1	X5	X5	X4
Br0942_dlanpeai-1	X18	X17	X8
Br0942_dlbfageb-1	X18	X17	X6
Br0942_dlbiplhf-1	X2	X2	X2
Br0942_dlbjihdh-1	X6	X6	X2
Br0942_dlbjmlbg-1	X5	X5	X4
Br0942_dlbonlbm-1	X12	X11	X10
Br0942_dlbpohik-1	X19	X4	X3
Br0942_dlcagfoo-1	X2	X2	X2
Br0942_dlcflopp-1	X10	X12	X8
Br0942_dlcjogjn-1	X10	X12	X8
Br0942_dldfckji-1	X17	X19	X16
Br0942_dldggggb-1	X1	X1	X1
Br0942_dldhdcbe-1	X10	X10	X8
Br0942_dldmnegp-1	X1	X1	X1
Br0942_dlebpikm-1	X10	X18	X8
Br0942_dlecmgge-1	X12	X11	X16
Br0942_dleeffhi-1	X10	X12	X8
Br0942_dleimeag-1	X16	X12	X8
Br0942_dlemecgc-1	X8	X7	X7
Br0942_dlfhehnc-1	X12	X11	X16
Br0942_dlfkklbn-1	X3	X3	X3
Br0942_dlfnnkid-1	X21	X19	X16
Br0942_dlgadngh-1	X10	X12	X8
Br0942_dlgajdnl-1	X10	X12	X8
Br0942_dlgbfkgm-1	X17	X11	X10
Br0942_dlgblcdh-1	X8	X7	X7
Br0942_dlgdmlkm-1	X9	X9	X6
Br0942_dlgjeomc-1	X18	X17	X6
Br0942_dlgjnpgb-1	X9	X9	X14
Br0942_dlglamki-1	X12	X11	X10
Br0942_dlgnbjak-1	X2	X2	X2
Br0942_dlgpfgbe-1	X9	X4	X6
Br0942_dlheomjm-1	X17	X11	X16
Br0942_dlhnddce-1	X6	X6	X5
Br0942_dliefdhh-1	X1	X1	X1
Br0942_dliggbma-1	X6	X6	X5
Br0942_dljdoenb-1	X14	X11	X10
Br0942_dljfilok-1	X2	X2	X2
Br0942_dljioppf-1	X17	X11	X10
Br0942_dljkjkoe-1	X20	X18	X15
Br0942_dlkbcokk-1	X17	X11	X10
Br0942_dlkhogbe-1	X18	X17	X6
Br0942_dlkjapmg-1	X9	X9	X14
Br0942_dlkljfdc-1	X10	X12	X8
Br0942_dlkncpac-1	X5	X5	X4
Br0942_dllcnoee-1	X21	X19	X16
Br0942_dlleojec-1	X3	X3	X3
Br0942_dlljfahn-1	X3	X4	X3
Br0942_dllpelnh-1	X3	X3	X3
Br0942_dllpijjj-1	X21	X19	X16
Br0942_dlmdbhej-1	X20	X18	X15
Br0942_dlmencao-1	X10	X12	X8
Br0942_dlmjlbin-1	X5	X5	X4
Br0942_dlmkccij-1	X1	X1	X1
Br0942_dlmnaofd-1	X12	X11	X16
Br0942_dlmnmgoh-1	X3	X4	X3
Br0942_dlmpmanm-1	X10	X12	X8
Br0942_dlnabloj-1	X1	X1	X1
Br0942_dlnccfcp-1	X12	X11	X16
Br0942_dlncdemi-1	X12	X11	X10
Br0942_dlnconep-1	X10	X12	X8
Br0942_dlndlcon-1	X10	X12	X8
Br0942_dlnfoped-1	X12	X11	X16
Br0942_dlnpkjjd-1	X14	X4	X11
Br0942_dloikoal-1	X14	X4	X11
Br0942_dlojdjeh-1	X5	X5	X4
Br0942_dlojekbl-1	X10	X12	X8
Br0942_dlojleip-1	X3	X4	X3
Br0942_dlomifji-1	X3	X3	X3
Br0942_dlpchlih-1	X10	X12	X8
Br0942_dlpcihmn-1	X13	X13	X9
Br0942_dlphofbp-1	X1	X1	X1
Br0942_dlpjelom-1	X20	X11	X9
Br0942_dlpkoofp-1	X19	X6	X5
Br0942_dmagnfid-1	X2	X2	X2
Br0942_dmapfdke-1	X10	X12	X8
Br0942_dmbhcfnb-1	X2	X2	X2
Br0942_dmbpfoco-1	X4	X15	X13
Br0942_dmcchado-1	X2	X2	X2
Br0942_dmcepmoa-1	X4	X15	X13
Br0942_dmcfdgmn-1	X3	X4	X3
Br0942_dmclomhm-1	X20	X4	X15
Br0942_dmcokenj-1	X12	X11	X10
Br0942_dmdaific-1	X11	X11	X9
Br0942_dmdbadki-1	X4	X2	X2
Br0942_dmdbjjae-1	X10	X10	X8
Br0942_dmdehemp-1	X6	X6	X5
Br0942_dmdiffon-1	X19	X6	X13
Br0942_dmdimjii-1	X11	X11	X9
Br0942_dmdkeodg-1	X10	X10	X8
Br0942_dmdlamdi-1	X11	X11	X9
Br0942_dmdlfijf-1	X11	X11	X9
Br0942_dmdpnhjj-1	X15	X14	X12
Br0942_dmecpnmh-1	X19	X2	X2
Br0942_dmedinok-1	X15	X14	X3
Br0942_dmefbada-1	X19	X6	X5
Br0942_dmejapeb-1	X2	X2	X2
Br0942_dmejifie-1	X3	X18	X15
Br0942_dmeklbkm-1	X20	X18	X15
Br0942_dmekmgmj-1	X4	X15	X13
Br0942_dmemijhi-1	X6	X6	X5
Br0942_dmepolfc-1	X4	X2	X2
Br0942_dmfdbpae-1	X20	X18	X15
Br0942_dmfejaad-1	X1	X1	X1
Br0942_dmfhdgfd-1	X2	X2	X2
Br0942_dmgfnhhp-1	X2	X2	X2
Br0942_dmggbmli-1	X8	X7	X7
Br0942_dmggidnb-1	X17	X11	X10
Br0942_dmgiedlh-1	X12	X11	X16
Br0942_dmgiiaca-1	X23	X16	X18
Br0942_dmgkmmlg-1	X10	X12	X8
Br0942_dmgnpdoe-1	X12	X11	X16
Br0942_dmhdoamg-1	X10	X12	X8
Br0942_dmhgblbf-1	X9	X9	X14
Br0942_dmhkjjef-1	X8	X7	X7
Br0942_dmhnigce-1	X10	X12	X8
Br0942_dmibmhoc-1	X12	X19	X16
Br0942_dmidehak-1	X10	X12	X8
Br0942_dmieaioc-1	X1	X1	X1
Br0942_dmiiahgm-1	X2	X4	X11
Br0942_dmijchkk-1	X17	X11	X10
Br0942_dmijgjdm-1	X2	X2	X2
Br0942_dmjdafkf-1	X1	X1	X1
Br0942_dmjegodb-1	X10	X18	X15
Br0942_dmkibfoi-1	X17	X11	X10
Br0942_dmkkiepp-1	X8	X7	X6
Br0942_dmklhfpc-1	X17	X11	X10
Br0942_dmkljkbi-1	X16	X12	X8
Br0942_dmkonaog-1	X1	X1	X1
Br0942_dmlhkaml-1	X12	X11	X10
Br0942_dmllbehf-1	X12	X11	X9
Br0942_dmlmpikp-1	X1	X1	X1
Br0942_dmmapkec-1	X5	X5	X4
Br0942_dmmdajjd-1	X3	X18	X15
Br0942_dmmdcfef-1	X18	X12	X8
Br0942_dmmiaape-1	X14	X11	X10
Br0942_dmmiceoc-1	X18	X17	X6
Br0942_dmmogeip-1	X8	X7	X7
Br0942_dmmpgjkg-1	X8	X7	X7
Br0942_dmndcbml-1	X1	X1	X1
Br0942_dmndhjod-1	X5	X5	X4
Br0942_dmngbmeo-1	X1	X1	X1
Br0942_dmnhoklo-1	X2	X2	X2
Br0942_dmnlmmpa-1	X14	X4	X10
Br0942_dmoaomnf-1	X3	X1	X3
Br0942_dmohekfn-1	X16	X12	X15
Br0942_dmohelkb-1	X17	X11	X10
Br0942_dmohmnhi-1	X8	X7	X7
Br0942_dmpcbfnh-1	X8	X7	X7
Br0942_dmphdhka-1	X18	X17	X6
Br0942_dmpickbd-1	X16	X12	X8
Br0942_dmpkeaff-1	X10	X12	X8
Br0942_dmpkhkcf-1	X5	X5	X4
Br0942_dmpkhobo-1	X12	X19	X16
Br0942_dmplmhoc-1	X10	X12	X8
Br0942_dmplocff-1	X8	X7	X7
Br0942_dmpmbioc-1	X21	X19	X16
Br0942_dmpmknon-1	X10	X12	X8
Br0942_dmpnadgm-1	X9	X9	X14
Br0942_dmppfbam-1	X9	X9	X14
Br0942_dnacompf-1	X16	X12	X8
Br0942_dnafngea-1	X16	X12	X8
Br0942_dnaihahm-1	X1	X1	X1
Br0942_dnalildn-1	X16	X12	X8
Br0942_dnapoaio-1	X16	X12	X19
Br0942_dnapphhe-1	X12	X11	X16
Br0942_dnbecmpc-1	X1	X1	X1
Br0942_dnbengnb-1	X21	X19	X16
Br0942_dnbjfdgm-1	X10	X12	X8
Br0942_dnbmpapl-1	X12	X11	X16
Br0942_dnchjejc-1	X8	X9	X14
Br0942_dnclpojd-1	X17	X11	X10
Br0942_dndchnch-1	X17	X11	X10
Br0942_dndcoiin-1	X9	X9	X14
Br0942_dndgjneh-1	X14	X4	X11
Br0942_dndheajf-1	X3	X18	X15
Br0942_dndiaila-1	X12	X11	X16
Br0942_dndjejeb-1	X17	X19	X16
Br0942_dnebhefe-1	X10	X12	X8
Br0942_dnebnfam-1	X18	X17	X6
Br0942_dneedpif-1	X3	X18	X15
Br0942_dnegbgbk-1	X10	X12	X8
Br0942_dnegcmok-1	X1	X1	X1
Br0942_dnehnece-1	X1	X1	X1
Br0942_dneihnbn-1	X10	X12	X8
Br0942_dnembnfn-1	X10	X12	X8
Br0942_dnephhdc-1	X5	X5	X4
Br0942_dnfaddpa-1	X1	X2	X2
Br0942_dnfemehe-1	X10	X18	X15
Br0942_dnfjnpek-1	X2	X2	X2
Br0942_dnfjoofc-1	X24	X11	X16
Br0942_dnflmdlk-1	X1	X1	X1
Br0942_dnfniaod-1	X1	X1	X1
Br0942_dngccmcl-1	X20	X18	X15
Br0942_dngdifhg-1	X20	X18	X15
Br0942_dngeonem-1	X12	X11	X9
Br0942_dnggjleb-1	X10	X10	X8
Br0942_dngjgijf-1	X17	X11	X9
Br0942_dngjikla-1	X1	X1	X1
Br0942_dngmfedf-1	X17	X19	X10
Br0942_dngnhjbf-1	X22	X1	X1
Br0942_dngnoaml-1	X10	X12	X8
Br0942_dngojfpg-1	X1	X1	X1
Br0942_dnhfmpon-1	X12	X11	X16
Br0942_dnhjebno-1	X17	X11	X10
Br0942_dnidlkah-1	X9	X9	X14
Br0942_dnifmgkk-1	X1	X1	X1
Br0942_dnikpmhj-1	X14	X19	X16
Br0942_dninkjmh-1	X2	X2	X2
Br0942_dniomoch-1	X10	X10	X8
Br0942_dnjdbfdl-1	X1	X1	X1
Br0942_dnjmhlfn-1	X3	X18	X15
Br0942_dnjpbjnl-1	X3	X3	X3
Br0942_dnkdcafg-1	X12	X11	X10
Br0942_dnkdppnf-1	X9	X9	X14
Br0942_dnkgcgib-1	X9	X9	X14
Br0942_dnkgineo-1	X10	X12	X8
Br0942_dnkimpnl-1	X12	X11	X10
Br0942_dnkmombg-1	X17	X11	X10
Br0942_dnknljgb-1	X3	X4	X3
Br0942_dnkofbdp-1	X17	X11	X10
Br0942_dnlflnfm-1	X16	X12	X8
Br0942_dnlnphif-1	X9	X9	X14
Br0942_dnlonjlg-1	X8	X7	X7
Br0942_dnmbaoge-1	X12	X11	X10
Br0942_dnmeobaf-1	X10	X12	X8
Br0942_dnmffblb-1	X1	X1	X1
Br0942_dnmffflg-1	X1	X1	X1
Br0942_dnmjcdpm-1	X5	X5	X4
Br0942_dnmlbkga-1	X12	X11	X10
Br0942_dnnalaac-1	X16	X12	X8
Br0942_dnnfjmfi-1	X12	X19	X16
Br0942_dnngdnoc-1	X1	X1	X1
Br0942_dnnjmpna-1	X5	X5	X4
Br0942_dnnlblii-1	X20	X18	X15
Br0942_dnnpbidm-1	X21	X19	X16
Br0942_dnoadfda-1	X21	X19	X16
Br0942_dnodjjbe-1	X16	X12	X8
Br0942_dnofmmbh-1	X8	X7	X7
Br0942_dnogekgf-1	X10	X12	X8
Br0942_dnohjdoi-1	X1	X1	X1
Br0942_dnoldmnn-1	X21	X19	X16
Br0942_dnpajhbe-1	X1	X1	X1
Br0942_dnpcgfcm-1	X24	X11	X10
Br0942_dnpgbomm-1	X2	X2	X2
Br0942_dnpnjjcf-1	X10	X12	X15
Br0942_dnpolkmm-1	X1	X1	X1
Br0942_doadance-1	X2	X2	X2
Br0942_doadmaah-1	X18	X12	X8
Br0942_doahgkid-1	X18	X12	X8
Br0942_doahkjeh-1	X2	X2	X2
Br0942_doangofm-1	X6	X6	X5
Br0942_doaoapfn-1	X2	X2	X2
Br0942_doaohmfj-1	X18	X17	X6
Br0942_dobecfmc-1	X24	X11	X10
Br0942_dobhofkf-1	X8	X7	X7
Br0942_dobjlkjl-1	X8	X7	X7
Br0942_docgbhcd-1	X12	X11	X10
Br0942_dockjcac-1	X10	X18	X8
Br0942_doclckbm-1	X12	X11	X10
Br0942_doclmijo-1	X10	X18	X8
Br0942_docpbcid-1	X12	X11	X10
Br0942_docpkfgm-1	X12	X11	X10
Br0942_docpoleg-1	X24	X11	X10
Br0942_dodehonj-1	X1	X1	X1
Br0942_dodemlhm-1	X6	X6	X5
Br0942_dodjkcnp-1	X12	X11	X10
Br0942_dodkcncn-1	X8	X7	X7
Br0942_dodojgad-1	X8	X7	X7
Br0942_doeaidkc-1	X10	X12	X8
Br0942_doefhgao-1	X1	X1	X1
Br0942_doegkiln-1	X12	X11	X10
Br0942_doeldcpd-1	X12	X11	X10
Br0942_doenkdgc-1	X12	X11	X9
Br0942_doenkkmn-1	X1	X1	X1
Br0942_doeobdmk-1	X17	X11	X10
Br0942_doeoeblg-1	X13	X11	X9
Br0942_doeoodef-1	X20	X18	X15
Br0942_dofbckpi-1	X25	X1	X6
Br0942_dofeiibc-1	X17	X11	X10
Br0942_dofhnogp-1	X17	X11	X10
Br0942_doflgfge-1	X17	X11	X10
Br0942_dofmklbm-1	X1	X1	X1
Br0942_dofnacpj-1	X1	X1	X1
Br0942_dofngojj-1	X10	X12	X15
Br0942_dogbmggj-1	X8	X7	X7
Br0942_dogdmajh-1	X20	X18	X15
Br0942_dognmibn-1	X18	X17	X6
Br0942_dohaeegi-1	X1	X1	X1
Br0942_dohbeenj-1	X14	X1	X1
Br0942_dohbkmle-1	X4	X2	X2
Br0942_dohcilkb-1	X6	X6	X5
Br0942_dohjobjk-1	X14	X4	X11
Br0942_dohlmdmi-1	X1	X1	X1
Br0942_dohmbojn-1	X2	X2	X2
Br0942_dohmpkkk-1	X18	X17	X6
Br0942_dohoilpj-1	X8	X7	X7
Br0942_doideobf-1	X5	X5	X4
Br0942_doigibod-1	X12	X19	X16
Br0942_doilbgnl-1	X17	X11	X10
Br0942_doilggkj-1	X17	X11	X10
Br0942_doinahlm-1	X1	X1	X1
Br0942_doipgpnf-1	X18	X17	X6
Br0942_dojaeopd-1	X17	X11	X10
Br0942_dojhkmae-1	X2	X2	X2
Br0942_dojjgmgm-1	X10	X12	X8
Br0942_dojnaikj-1	X18	X17	X6
Br0942_dojnlcgh-1	X5	X5	X4
Br0942_dokagpai-1	X15	X14	X12
Br0942_dokcaoon-1	X6	X6	X5
Br0942_dokiimbp-1	X10	X18	X15
Br0942_dokjmmgd-1	X12	X11	X10
Br0942_doklipfn-1	X12	X11	X10
Br0942_doknjlcc-1	X12	X11	X9
Br0942_doknlckg-1	X12	X11	X9
Br0942_dolaiffe-1	X12	X11	X9
Br0942_dolhchdg-1	X10	X12	X8
Br0942_doligoem-1	X12	X11	X10
Br0942_dolnlajn-1	X12	X11	X9
Br0942_domgjobj-1	X8	X7	X7
Br0942_dommdhoh-1	X9	X9	X14
Br0942_donaigoj-1	X10	X18	X8
Br0942_dondkdod-1	X17	X11	X10
Br0942_donelihf-1	X3	X18	X15
Br0942_donelkcj-1	X12	X11	X10
Br0942_donheakm-1	X12	X11	X10
Br0942_doniadlm-1	X12	X11	X10
Br0942_donilpgb-1	X10	X12	X8
Br0942_donjcgji-1	X10	X10	X8
Br0942_donjonea-1	X1	X1	X1
Br0942_donkdklf-1	X21	X11	X16
Br0942_donncpmk-1	X10	X12	X8
Br0942_donndlph-1	X21	X11	X16
Br0942_donoogik-1	X1	X1	X1
Br0942_doogffol-1	X5	X5	X4
Br0942_doohpdlh-1	X10	X12	X8
Br0942_dooiikhb-1	X1	X1	X1
Br0942_doomdadf-1	X2	X2	X2
Br0942_dophjlcf-1	X10	X12	X8
Br0942_dopilbgo-1	X8	X7	X7
Br0942_dopjmkcc-1	X1	X1	X1
Br0942_dopmfaok-1	X17	X11	X16
Br0942_dopnhdhh-1	X2	X2	X2
Br0942_dopooipl-1	X12	X11	X16
Br0942_dopoopbg-1	X10	X18	X15
Br0942_dpacfplk-1	X10	X18	X15
Br0942_dpaiedkl-1	X10	X10	X15
Br0942_dpaifjnf-1	X10	X12	X8
Br0942_dpaldgnf-1	X6	X6	X5
Br0942_dpbfalfd-1	X17	X11	X10
Br0942_dpbolbjd-1	X5	X5	X4
Br0942_dpccbmpm-1	X8	X7	X7
Br0942_dpcdbfbo-1	X10	X12	X8
Br0942_dpceclam-1	X5	X5	X4
Br0942_dpcgbjbb-1	X5	X5	X4
Br0942_dpchgnng-1	X17	X11	X10
Br0942_dpcmbbnj-1	X8	X7	X7
Br0942_dpcokpik-1	X8	X7	X7
Br0942_dpcpjdkj-1	X8	X7	X14
Br0942_dpdfmcdk-1	X14	X4	X16
Br0942_dpdfnfee-1	X3	X18	X15
Br0942_dpdhheen-1	X1	X1	X1
Br0942_dpdhmpeb-1	X10	X18	X15
Br0942_dpdmmhhe-1	X1	X1	X1
Br0942_dpdonaep-1	X10	X10	X8
Br0942_dpechmmd-1	X10	X12	X8
Br0942_dpedjadm-1	X20	X18	X15
Br0942_dpfajomh-1	X11	X1	X1
Br0942_dpfaljhg-1	X17	X11	X10
Br0942_dpfbkelh-1	X14	X4	X6
Br0942_dpfinckj-1	X16	X12	X8
Br0942_dpfjoboc-1	X10	X12	X8
Br0942_dpfmbpim-1	X1	X1	X1
Br0942_dpgfocki-1	X8	X7	X7
Br0942_dpggjncl-1	X17	X11	X10
Br0942_dpgiefca-1	X9	X9	X14
Br0942_dpgkiebp-1	X1	X1	X1
Br0942_dpgmbkmc-1	X10	X18	X15
Br0942_dphakopc-1	X1	X1	X1
Br0942_dphceolg-1	X8	X7	X7
Br0942_dphegjgm-1	X12	X11	X10
Br0942_dphekbll-1	X10	X12	X8
Br0942_dphgopai-1	X5	X5	X4
Br0942_dphhbjhi-1	X2	X2	X2
Br0942_dphkbeem-1	X6	X6	X5
Br0942_dphlgjia-1	X10	X12	X8
Br0942_dpijldoi-1	X10	X12	X8
Br0942_dpioanej-1	X12	X11	X9
Br0942_dpioanng-1	X20	X4	X11
Br0942_dpjanfap-1	X12	X11	X16
Br0942_dpjbddeg-1	X16	X12	X8
Br0942_dpjdhgcf-1	X17	X11	X10
Br0942_dpjdnaaa-1	X8	X7	X7
Br0942_dpjfngeo-1	X14	X4	X6
Br0942_dpjihide-1	X14	X4	X11
Br0942_dpjkkjbi-1	X10	X12	X8
Br0942_dpkanjkp-1	X18	X17	X6
Br0942_dpkeonnl-1	X17	X11	X10
Br0942_dpkhgooi-1	X1	X1	X1
Br0942_dpkkdhap-1	X2	X2	X2
Br0942_dpkmogij-1	X14	X4	X6
Br0942_dpldhcck-1	X14	X4	X15
Br0942_dpleajep-1	X8	X7	X7
Br0942_dplfbemh-1	X14	X4	X6
Br0942_dplfcgcm-1	X8	X7	X7
Br0942_dplhlgob-1	X8	X7	X7
Br0942_dplilpei-1	X17	X11	X10
Br0942_dpljfoep-1	X18	X17	X6
Br0942_dplmimcl-1	X8	X7	X7
Br0942_dplocgoj-1	X14	X11	X10
Br0942_dplookge-1	X17	X11	X10
Br0942_dpmflcpl-1	X1	X1	X1
Br0942_dpmlodkg-1	X17	X11	X10
Br0942_dpmloikk-1	X10	X12	X8
Br0942_dpmpnikb-1	X18	X17	X6
Br0942_dpnmhepi-1	X8	X7	X7
Br0942_dpnndoif-1	X17	X11	X10
Br0942_dpocgjaj-1	X17	X11	X10
Br0942_dpoeenci-1	X14	X11	X10
Br0942_dpofombg-1	X14	X4	X10
Br0942_dpogcgid-1	X5	X5	X4
Br0942_dpogklcc-1	X8	X7	X7
Br0942_dpohiaao-1	X14	X4	X10
Br0942_dpojbfed-1	X18	X17	X15
Br0942_dpojkoii-1	X2	X2	X2
Br0942_dponhknj-1	X2	X2	X2
Br0942_dpoodekd-1	X6	X6	X5
Br0942_dpookekg-1	X5	X5	X4
Br0942_dppepcgm-1	X1	X1	X1
Br0942_dppgdfgl-1	X6	X6	X5
Br0942_dpphcmgc-1	X12	X11	X10
Br0942_dpphfdck-1	X2	X2	X2
Br0942_dppifock-1	X2	X2	X2
Br0942_dppjlnda-1	X7	X4	X3
Br0942_dppkjiem-1	X19	X6	X13
Br0942_dppogjnc-1	X2	X2	X2
Br0942_dpppbhge-1	X2	X2	X2
Br0942_eaabbmjn-1	X19	X6	X5
Br0942_eaadgbok-1	X13	X13	X9
Br0942_eaafjkgi-1	X10	X18	X15
Br0942_eaahnmde-1	X27	X22	X21
Br0942_eaakebdk-1	X27	X22	X21
Br0942_eaanjinl-1	X3	X13	X3
Br0942_eaankpoc-1	X19	X6	X13
Br0942_eaaojhch-1	X27	X22	X21
Br0942_eabadjme-1	X27	X22	X21
Br0942_eabfkapc-1	X27	X22	X21
Br0942_eabhclpa-1	X3	X3	X3
