LCDomainDef	brnum	anno	N	LCdomainCellNum	prop_of_LCdomain_cells
wd_domain8492	Br6098	Microglia	30	716	0.0418994413407821
wd_domain8492	Br6098	Vasc. SMC	26	716	0.0363128491620112
wd_domain8492	Br6098	NK_and_T_cells	8	716	0.0111731843575419
wd_domain8492	Br6098	Astro_RYR3	44	716	0.0614525139664804
wd_domain8492	Br6098	OPC	34	716	0.0474860335195531
wd_domain8492	Br6098	Inhib_5HTR2A	14	716	0.0195530726256983
wd_domain8492	Br6098	DISCARD	21	716	0.0293296089385475
wd_domain8492	Br6119	LCNE	187	366	0.510928961748634
wd_domain8492	Br6119	Endothelium	20	366	0.0546448087431694
wd_domain8492	Br6119	OPC	15	366	0.040983606557377
wd_domain8492	Br6119	Microglia	23	366	0.0628415300546448
wd_domain8492	Br6119	Vasc. SMC	11	366	0.0300546448087432
wd_domain8492	Br6119	Astro_FGFR3	47	366	0.128415300546448
wd_domain8492	Br6119	Oligodendrocytes	15	366	0.040983606557377
wd_domain8492	Br6119	Inhib_5HTR2A	2	366	0.00546448087431694
wd_domain8492	Br6119	DISCARD	16	366	0.0437158469945355
wd_domain8492	Br6119	Mixed Neuropept.	13	366	0.0355191256830601
wd_domain8492	Br6119	Astro_RYR3	6	366	0.0163934426229508
wd_domain8492	Br6119	Serotonergic	3	366	0.00819672131147541
wd_domain8492	Br6119	Blood	2	366	0.00546448087431694
wd_domain8492	Br6119	NK_and_T_cells	6	366	0.0163934426229508
wd_domain8492	Br6222	LCNE	472	1527	0.309102815979044
wd_domain8492	Br6222	DISCARD	86	1527	0.0563195808775377
wd_domain8492	Br6222	Astro_FGFR3	190	1527	0.124426981008513
wd_domain8492	Br6222	Microglia	107	1527	0.0700720366732155
wd_domain8492	Br6222	Endothelium	108	1527	0.0707269155206287
wd_domain8492	Br6222	Blood	26	1527	0.0170268500327439
wd_domain8492	Br6222	Mixed Neuropept.	135	1527	0.0884086444007859
wd_domain8492	Br6222	Vasc. SMC	56	1527	0.0366732154551408
wd_domain8492	Br6222	Inhib_5HTR2A	14	1527	0.0091683038637852
wd_domain8492	Br6222	Oligodendrocytes	169	1527	0.110674525212836
wd_domain8492	Br6222	Astro_RYR3	76	1527	0.0497707924034054
wd_domain8492	Br6222	OPC	66	1527	0.0432220039292731
wd_domain8492	Br6222	NK_and_T_cells	13	1527	0.00851342501637197
wd_domain8492	Br6222	Serotonergic	8	1527	0.00523903077930583
wd_domain8492	Br6222	Ependyma	1	1527	0.000654878847413229
wd_domain8492	Br6263	Blood	60	2250	0.0266666666666667
wd_domain8492	Br6263	Astro_FGFR3	251	2250	0.111555555555556
wd_domain8492	Br6263	Microglia	119	2250	0.0528888888888889
wd_domain8492	Br6263	Astro_RYR3	85	2250	0.0377777777777778
wd_domain8492	Br6263	LCNE	914	2250	0.406222222222222
wd_domain8492	Br6263	NK_and_T_cells	20	2250	0.00888888888888889
wd_domain8492	Br6263	OPC	126	2250	0.056
wd_domain8492	Br6263	Endothelium	185	2250	0.0822222222222222
wd_domain8492	Br6263	Vasc. SMC	76	2250	0.0337777777777778
wd_domain8492	Br6263	Mixed Neuropept.	108	2250	0.048
wd_domain8492	Br6263	Oligodendrocytes	240	2250	0.106666666666667
wd_domain8492	Br6263	Ependyma	3	2250	0.00133333333333333
wd_domain8492	Br6263	DISCARD	47	2250	0.0208888888888889
wd_domain8492	Br6263	Serotonergic	9	2250	0.004
wd_domain8492	Br6263	Inhib_5HTR2A	7	2250	0.00311111111111111
wd_domain8492	Br6297	Oligodendrocytes	139	1262	0.110142630744849
wd_domain8492	Br6297	Astro_RYR3	37	1262	0.0293185419968304
wd_domain8492	Br6297	Endothelium	149	1262	0.118066561014263
wd_domain8492	Br6297	Mixed Neuropept.	42	1262	0.0332805071315372
wd_domain8492	Br6297	LCNE	462	1262	0.36608557844691
wd_domain8492	Br6297	Astro_FGFR3	235	1262	0.18621236133122
wd_domain8492	Br6297	Vasc. SMC	54	1262	0.0427892234548336
wd_domain8492	Br6297	NK_and_T_cells	8	1262	0.0063391442155309
wd_domain8492	Br6297	Blood	26	1262	0.0206022187004754
wd_domain8492	Br6297	Microglia	21	1262	0.0166402535657686
wd_domain8492	Br6297	OPC	61	1262	0.0483359746434231
wd_domain8492	Br6297	DISCARD	25	1262	0.0198098256735341
wd_domain8492	Br6297	Inhib_5HTR2A	3	1262	0.00237717908082409
wd_domain8492	Br6423	Mixed Neuropept.	92	1342	0.0685543964232489
wd_domain8492	Br6423	LCNE	482	1342	0.359165424739195
wd_domain8492	Br6423	OPC	77	1342	0.0573770491803279
wd_domain8492	Br6423	Endothelium	107	1342	0.0797317436661699
wd_domain8492	Br6423	Astro_FGFR3	180	1342	0.134128166915052
wd_domain8492	Br6423	Blood	24	1342	0.0178837555886736
wd_domain8492	Br6423	NK_and_T_cells	17	1342	0.0126676602086438
wd_domain8492	Br6423	Vasc. SMC	49	1342	0.0365126676602086
wd_domain8492	Br6423	Microglia	94	1342	0.0700447093889717
wd_domain8492	Br6423	DISCARD	43	1342	0.0320417287630402
wd_domain8492	Br6423	Astro_RYR3	53	1342	0.0394932935916542
wd_domain8492	Br6423	Oligodendrocytes	104	1342	0.0774962742175857
wd_domain8492	Br6423	Inhib_5HTR2A	7	1342	0.00521609538002981
wd_domain8492	Br6423	Serotonergic	13	1342	0.00968703427719821
wd_domain8492	Br6476	OPC	99	1746	0.0567010309278351
wd_domain8492	Br6476	Oligodendrocytes	162	1746	0.0927835051546392
wd_domain8492	Br6476	Microglia	145	1746	0.0830469644902635
wd_domain8492	Br6476	Astro_RYR3	87	1746	0.0498281786941581
wd_domain8492	Br6476	LCNE	627	1746	0.359106529209622
wd_domain8492	Br6476	Endothelium	142	1746	0.0813287514318442
wd_domain8492	Br6476	Astro_FGFR3	233	1746	0.133447880870561
wd_domain8492	Br6476	NK_and_T_cells	8	1746	0.00458190148911799
wd_domain8492	Br6476	DISCARD	42	1746	0.0240549828178694
wd_domain8492	Br6476	Mixed Neuropept.	99	1746	0.0567010309278351
wd_domain8492	Br6476	Vasc. SMC	70	1746	0.0400916380297824
wd_domain8492	Br6476	Blood	23	1746	0.0131729667812142
wd_domain8492	Br6476	Inhib_5HTR2A	5	1746	0.00286368843069874
wd_domain8492	Br6476	Astro_SERPINA3	1	1746	0.000572737686139748
wd_domain8492	Br6476	Serotonergic	3	1746	0.00171821305841924
wd_domain8492	Br6538	Astro_FGFR3	275	1644	0.167274939172749
wd_domain8492	Br6538	OPC	78	1644	0.0474452554744526
wd_domain8492	Br6538	Astro_RYR3	42	1644	0.0255474452554745
wd_domain8492	Br6538	LCNE	663	1644	0.403284671532847
wd_domain8492	Br6538	Mixed Neuropept.	68	1644	0.0413625304136253
wd_domain8492	Br6538	Endothelium	110	1644	0.0669099756690998
wd_domain8492	Br6538	Oligodendrocytes	97	1644	0.0590024330900243
wd_domain8492	Br6538	Vasc. SMC	78	1644	0.0474452554744526
wd_domain8492	Br6538	NK_and_T_cells	13	1644	0.00790754257907543
wd_domain8492	Br6538	Microglia	105	1644	0.0638686131386861
wd_domain8492	Br6538	DISCARD	30	1644	0.0182481751824818
wd_domain8492	Br6538	Blood	80	1644	0.048661800486618
wd_domain8492	Br6538	Inhib_5HTR2A	4	1644	0.0024330900243309
wd_domain8492	Br6538	Serotonergic	1	1644	0.000608272506082725
srt_domain8426	Br0942	Astro_FGFR3	307	2003	0.153270094857713
srt_domain8426	Br0942	LCNE	781	2003	0.389915127309036
srt_domain8426	Br0942	Microglia	154	2003	0.0768846729905142
srt_domain8426	Br0942	Blood	84	2003	0.0419370943584623
srt_domain8426	Br0942	Endothelium	187	2003	0.0933599600599101
srt_domain8426	Br0942	NK_and_T_cells	11	2003	0.0054917623564653
srt_domain8426	Br0942	Mixed Neuropept.	111	2003	0.0554168746879681
srt_domain8426	Br0942	Oligodendrocytes	120	2003	0.0599101347978033
srt_domain8426	Br0942	OPC	75	2003	0.0374438342486271
srt_domain8426	Br0942	Astro_RYR3	69	2003	0.0344483275087369
srt_domain8426	Br0942	Vasc. SMC	78	2003	0.0389415876185721
srt_domain8426	Br0942	DISCARD	22	2003	0.0109835247129306
srt_domain8426	Br0942	Inhib_5HTR2A	4	2003	0.00199700449326011
srt_domain8426	Br0946	Microglia	112	1536	0.0729166666666667
srt_domain8426	Br0946	Serotonergic	3	1536	0.001953125
srt_domain8426	Br0946	Vasc. SMC	51	1536	0.033203125
srt_domain8426	Br0946	Oligodendrocytes	124	1536	0.0807291666666667
srt_domain8426	Br0946	Astro_RYR3	54	1536	0.03515625
srt_domain8426	Br0946	Inhib_5HTR2A	4	1536	0.00260416666666667
srt_domain8426	Br0946	DISCARD	28	1536	0.0182291666666667
srt_domain8426	Br0946	OPC	72	1536	0.046875
srt_domain8426	Br0946	LCNE	630	1536	0.41015625
srt_domain8426	Br0946	Mixed Neuropept.	74	1536	0.0481770833333333
srt_domain8426	Br0946	Astro_FGFR3	195	1536	0.126953125
srt_domain8426	Br0946	Blood	36	1536	0.0234375
srt_domain8426	Br0946	NK_and_T_cells	7	1536	0.00455729166666667
srt_domain8426	Br0946	Endothelium	138	1536	0.08984375
srt_domain8426	Br0946	Ependyma	8	1536	0.00520833333333333
srt_domain8426	Br1039	Oligodendrocytes	122	1011	0.120672601384768
srt_domain8426	Br1039	Astro_RYR3	48	1011	0.0474777448071217
srt_domain8426	Br1039	Endothelium	121	1011	0.119683481701286
srt_domain8426	Br1039	Astro_FGFR3	196	1011	0.193867457962413
srt_domain8426	Br1039	LCNE	349	1011	0.345202769535114
srt_domain8426	Br1039	OPC	39	1011	0.0385756676557864
srt_domain8426	Br1039	DISCARD	17	1011	0.0168150346191889
srt_domain8426	Br1039	Blood	27	1011	0.0267062314540059
srt_domain8426	Br1039	Vasc. SMC	16	1011	0.0158259149357072
srt_domain8426	Br1039	Microglia	22	1011	0.0217606330365974
srt_domain8426	Br1039	Mixed Neuropept.	38	1011	0.0375865479723047
srt_domain8426	Br1039	Inhib_5HTR2A	1	1011	0.000989119683481701
srt_domain8426	Br1039	NK_and_T_cells	9	1011	0.00890207715133531
srt_domain8426	Br1039	Serotonergic	6	1011	0.00593471810089021
srt_domain8426	Br1039L	Astro_RYR3	118	1898	0.0621707060063224
srt_domain8426	Br1039L	OPC	82	1898	0.0432033719704953
srt_domain8426	Br1039L	Endothelium	167	1898	0.0879873551106428
srt_domain8426	Br1039L	Mixed Neuropept.	71	1898	0.0374077976817703
srt_domain8426	Br1039L	DISCARD	41	1898	0.0216016859852476
srt_domain8426	Br1039L	LCNE	763	1898	0.40200210748156
srt_domain8426	Br1039L	Astro_FGFR3	248	1898	0.130663856691254
srt_domain8426	Br1039L	Oligodendrocytes	207	1898	0.109062170706006
srt_domain8426	Br1039L	Microglia	83	1898	0.0437302423603794
srt_domain8426	Br1039L	Vasc. SMC	45	1898	0.023709167544784
srt_domain8426	Br1039L	Serotonergic	7	1898	0.00368809272918862
srt_domain8426	Br1039L	Blood	44	1898	0.0231822971548999
srt_domain8426	Br1039L	NK_and_T_cells	19	1898	0.0100105374077977
srt_domain8426	Br1039L	Inhib_5HTR2A	2	1898	0.00105374077976818
srt_domain8426	Br1039L	Ependyma	1	1898	0.000526870389884089
srt_domain8426	Br1105	Astro_FGFR3	224	1409	0.158977998580554
srt_domain8426	Br1105	Mixed Neuropept.	69	1409	0.0489709013484741
srt_domain8426	Br1105	Endothelium	126	1409	0.0894251242015614
srt_domain8426	Br1105	LCNE	659	1409	0.467707594038325
srt_domain8426	Br1105	Vasc. SMC	51	1409	0.0361958836053939
srt_domain8426	Br1105	NK_and_T_cells	15	1409	0.0106458481192335
srt_domain8426	Br1105	Astro_RYR3	32	1409	0.0227111426543648
srt_domain8426	Br1105	OPC	52	1409	0.0369056068133428
srt_domain8426	Br1105	Blood	23	1409	0.0163236337828247
srt_domain8426	Br1105	Oligodendrocytes	98	1409	0.0695528743789922
srt_domain8426	Br1105	DISCARD	10	1409	0.007097232079489
srt_domain8426	Br1105	Microglia	44	1409	0.0312278211497516
srt_domain8426	Br1105	Inhib_5HTR2A	2	1409	0.0014194464158978
srt_domain8426	Br1105	Serotonergic	4	1409	0.0028388928317956
srt_domain8426	Br1285	Oligodendrocytes	44	971	0.0453141091658084
srt_domain8426	Br1285	Astro_RYR3	27	971	0.0278063851699279
srt_domain8426	Br1285	Mixed Neuropept.	51	971	0.0525231719876416
srt_domain8426	Br1285	Vasc. SMC	26	971	0.0267765190525232
srt_domain8426	Br1285	Microglia	101	971	0.104016477857878
srt_domain8426	Br1285	LCNE	380	971	0.3913491246138
srt_domain8426	Br1285	Astro_FGFR3	149	971	0.153450051493306
srt_domain8426	Br1285	OPC	55	971	0.0566426364572606
srt_domain8426	Br1285	Inhib_5HTR2A	5	971	0.00514933058702369
srt_domain8426	Br1285	DISCARD	15	971	0.0154479917610711
srt_domain8426	Br1285	NK_and_T_cells	7	971	0.00720906282183316
srt_domain8426	Br1285	Blood	13	971	0.0133882595262616
srt_domain8426	Br1285	Endothelium	96	971	0.0988671472708548
srt_domain8426	Br1285	Serotonergic	2	971	0.00205973223480947
srt_domain8426	Br1556	DISCARD	5	163	0.0306748466257669
srt_domain8426	Br1556	Mixed Neuropept.	35	163	0.214723926380368
srt_domain8426	Br1556	LCNE	52	163	0.319018404907975
srt_domain8426	Br1556	Inhib_5HTR2A	3	163	0.0184049079754601
srt_domain8426	Br1556	OPC	13	163	0.0797546012269939
srt_domain8426	Br1556	Oligodendrocytes	5	163	0.0306748466257669
srt_domain8426	Br1556	Astro_FGFR3	21	163	0.128834355828221
srt_domain8426	Br1556	Astro_RYR3	5	163	0.0306748466257669
srt_domain8426	Br1556	Endothelium	9	163	0.0552147239263804
srt_domain8426	Br1556	Vasc. SMC	3	163	0.0184049079754601
srt_domain8426	Br1556	Microglia	10	163	0.0613496932515337
srt_domain8426	Br1556	NK_and_T_cells	1	163	0.00613496932515337
srt_domain8426	Br1556	Blood	1	163	0.00613496932515337
srt_domain8426	Br1691L	DISCARD	24	478	0.0502092050209205
srt_domain8426	Br1691L	Astro_FGFR3	66	478	0.138075313807531
srt_domain8426	Br1691L	Mixed Neuropept.	38	478	0.0794979079497908
srt_domain8426	Br1691L	Oligodendrocytes	35	478	0.0732217573221757
srt_domain8426	Br1691L	Endothelium	40	478	0.0836820083682008
srt_domain8426	Br1691L	Vasc. SMC	13	478	0.0271966527196653
srt_domain8426	Br1691L	LCNE	180	478	0.376569037656904
srt_domain8426	Br1691L	OPC	33	478	0.0690376569037657
srt_domain8426	Br1691L	Microglia	7	478	0.0146443514644351
srt_domain8426	Br1691L	Astro_RYR3	23	478	0.0481171548117155
srt_domain8426	Br1691L	Blood	16	478	0.0334728033472803
srt_domain8426	Br1691L	Inhib_5HTR2A	3	478	0.00627615062761506
srt_domain8426	Br1706	LCNE	585	1297	0.451040863531226
srt_domain8426	Br1706	Microglia	112	1297	0.0863531225905937
srt_domain8426	Br1706	Astro_RYR3	23	1297	0.0177332305319969
srt_domain8426	Br1706	Oligodendrocytes	56	1297	0.0431765612952968
srt_domain8426	Br1706	Astro_FGFR3	182	1297	0.140323824209715
srt_domain8426	Br1706	Endothelium	90	1297	0.0693909020817271
srt_domain8426	Br1706	OPC	64	1297	0.0493446414803392
srt_domain8426	Br1706	DISCARD	14	1297	0.0107941403238242
srt_domain8426	Br1706	Vasc. SMC	37	1297	0.0285273708558211
srt_domain8426	Br1706	Blood	75	1297	0.0578257517347726
srt_domain8426	Br1706	Mixed Neuropept.	36	1297	0.0277563608326908
srt_domain8426	Br1706	NK_and_T_cells	14	1297	0.0107941403238242
srt_domain8426	Br1706	Inhib_5HTR2A	3	1297	0.0023130300693909
srt_domain8426	Br1706	Astro_SERPINA3	2	1297	0.0015420200462606
srt_domain8426	Br1706	Ependyma	1	1297	0.000771010023130301
srt_domain8426	Br1706	Serotonergic	3	1297	0.0023130300693909
srt_domain8426	Br1884	Mixed Neuropept.	62	1351	0.0458919319022946
srt_domain8426	Br1884	Oligodendrocytes	67	1351	0.0495928941524797
srt_domain8426	Br1884	Endothelium	136	1351	0.100666173205033
srt_domain8426	Br1884	OPC	79	1351	0.0584752035529238
srt_domain8426	Br1884	Astro_RYR3	42	1351	0.0310880829015544
srt_domain8426	Br1884	LCNE	595	1351	0.440414507772021
srt_domain8426	Br1884	Astro_FGFR3	155	1351	0.114729829755737
srt_domain8426	Br1884	Microglia	74	1351	0.0547742413027387
srt_domain8426	Br1884	DISCARD	42	1351	0.0310880829015544
srt_domain8426	Br1884	Vasc. SMC	39	1351	0.0288675055514434
srt_domain8426	Br1884	Blood	44	1351	0.0325684678016284
srt_domain8426	Br1884	Serotonergic	6	1351	0.00444115470022206
srt_domain8426	Br1884	NK_and_T_cells	6	1351	0.00444115470022206
srt_domain8426	Br1884	Ependyma	1	1351	0.00074019245003701
srt_domain8426	Br1884	Inhib_5HTR2A	3	1351	0.00222057735011103
srt_domain8426	Br2305	Vasc. SMC	1	47	0.0212765957446809
srt_domain8426	Br2305	NK_and_T_cells	1	47	0.0212765957446809
srt_domain8426	Br2305	Endothelium	5	47	0.106382978723404
srt_domain8426	Br2305	Mixed Neuropept.	7	47	0.148936170212766
srt_domain8426	Br2305	LCNE	17	47	0.361702127659575
srt_domain8426	Br2305	Astro_FGFR3	6	47	0.127659574468085
srt_domain8426	Br2305	Microglia	2	47	0.0425531914893617
srt_domain8426	Br2305	DISCARD	4	47	0.0851063829787234
srt_domain8426	Br2305	Oligodendrocytes	3	47	0.0638297872340426
srt_domain8426	Br2305	OPC	1	47	0.0212765957446809
srt_domain8426	Br2305L	Mixed Neuropept.	26	340	0.0764705882352941
srt_domain8426	Br2305L	Oligodendrocytes	40	340	0.117647058823529
srt_domain8426	Br2305L	Vasc. SMC	7	340	0.0205882352941176
srt_domain8426	Br2305L	Astro_RYR3	16	340	0.0470588235294118
srt_domain8426	Br2305L	DISCARD	11	340	0.0323529411764706
srt_domain8426	Br2305L	Astro_FGFR3	38	340	0.111764705882353
srt_domain8426	Br2305L	Microglia	17	340	0.05
srt_domain8426	Br2305L	OPC	12	340	0.0352941176470588
srt_domain8426	Br2305L	Blood	43	340	0.126470588235294
srt_domain8426	Br2305L	LCNE	103	340	0.302941176470588
srt_domain8426	Br2305L	Endothelium	21	340	0.0617647058823529
srt_domain8426	Br2305L	Inhib_5HTR2A	6	340	0.0176470588235294
srt_domain8426	Br2582	Astro_FGFR3	106	745	0.142281879194631
srt_domain8426	Br2582	LCNE	349	745	0.468456375838926
srt_domain8426	Br2582	Blood	17	745	0.0228187919463087
srt_domain8426	Br2582	Microglia	87	745	0.116778523489933
srt_domain8426	Br2582	Oligodendrocytes	36	745	0.0483221476510067
srt_domain8426	Br2582	Endothelium	60	745	0.0805369127516778
srt_domain8426	Br2582	DISCARD	9	745	0.0120805369127517
srt_domain8426	Br2582	Astro_RYR3	13	745	0.0174496644295302
srt_domain8426	Br2582	OPC	24	745	0.0322147651006711
srt_domain8426	Br2582	Mixed Neuropept.	18	745	0.0241610738255034
srt_domain8426	Br2582	Vasc. SMC	13	745	0.0174496644295302
srt_domain8426	Br2582	NK_and_T_cells	6	745	0.00805369127516779
srt_domain8426	Br2582	Inhib_5HTR2A	1	745	0.00134228187919463
srt_domain8426	Br2582	Serotonergic	6	745	0.00805369127516779
srt_domain8426	Br3974	Blood	68	2945	0.0230899830220713
srt_domain8426	Br3974	Endothelium	257	2945	0.0872665534804754
srt_domain8426	Br3974	Mixed Neuropept.	93	2945	0.0315789473684211
srt_domain8426	Br3974	LCNE	1147	2945	0.389473684210526
srt_domain8426	Br3974	Vasc. SMC	93	2945	0.0315789473684211
srt_domain8426	Br3974	Microglia	177	2945	0.0601018675721562
srt_domain8426	Br3974	Astro_FGFR3	384	2945	0.130390492359932
srt_domain8426	Br3974	OPC	141	2945	0.0478777589134126
srt_domain8426	Br3974	DISCARD	59	2945	0.0200339558573854
srt_domain8426	Br3974	Astro_RYR3	165	2945	0.0560271646859083
srt_domain8426	Br3974	NK_and_T_cells	21	2945	0.00713073005093379
srt_domain8426	Br3974	Oligodendrocytes	316	2945	0.107300509337861
srt_domain8426	Br3974	Inhib_5HTR2A	4	2945	0.00135823429541596
srt_domain8426	Br3974	Astro_SERPINA3	20	2945	0.0067911714770798
srt_domain8426	Br5367	Microglia	68	1049	0.0648236415633937
srt_domain8426	Br5367	Oligodendrocytes	98	1049	0.0934223069590086
srt_domain8426	Br5367	Mixed Neuropept.	112	1049	0.106768350810296
srt_domain8426	Br5367	LCNE	340	1049	0.324118207816969
srt_domain8426	Br5367	Astro_RYR3	47	1049	0.0448045757864633
srt_domain8426	Br5367	Inhib_5HTR2A	8	1049	0.00762631077216397
srt_domain8426	Br5367	Astro_FGFR3	133	1049	0.126787416587226
srt_domain8426	Br5367	Vasc. SMC	35	1049	0.0333651096282174
srt_domain8426	Br5367	OPC	57	1049	0.0543374642516683
srt_domain8426	Br5367	NK_and_T_cells	7	1049	0.00667302192564347
srt_domain8426	Br5367	DISCARD	34	1049	0.0324118207816969
srt_domain8426	Br5367	Endothelium	71	1049	0.0676835081029552
srt_domain8426	Br5367	Blood	37	1049	0.0352716873212583
srt_domain8426	Br5367	Serotonergic	2	1049	0.00190657769304099
srt_domain8426	Br5368	Astro_FGFR3	95	625	0.152
srt_domain8426	Br5368	LCNE	252	625	0.4032
srt_domain8426	Br5368	Mixed Neuropept.	53	625	0.0848
srt_domain8426	Br5368	Microglia	49	625	0.0784
srt_domain8426	Br5368	Vasc. SMC	20	625	0.032
srt_domain8426	Br5368	DISCARD	16	625	0.0256
srt_domain8426	Br5368	Inhib_5HTR2A	9	625	0.0144
srt_domain8426	Br5368	Oligodendrocytes	35	625	0.056
srt_domain8426	Br5368	OPC	30	625	0.048
srt_domain8426	Br5368	Endothelium	32	625	0.0512
srt_domain8426	Br5368	Blood	15	625	0.024
srt_domain8426	Br5368	Astro_RYR3	15	625	0.024
srt_domain8426	Br5368	NK_and_T_cells	2	625	0.0032
srt_domain8426	Br5368	Serotonergic	2	625	0.0032
srt_domain8426	Br5415	LCNE	127	329	0.386018237082067
srt_domain8426	Br5415	Astro_FGFR3	33	329	0.100303951367781
srt_domain8426	Br5415	Microglia	24	329	0.0729483282674772
srt_domain8426	Br5415	Endothelium	36	329	0.109422492401216
srt_domain8426	Br5415	OPC	9	329	0.027355623100304
srt_domain8426	Br5415	Mixed Neuropept.	25	329	0.0759878419452888
srt_domain8426	Br5415	DISCARD	10	329	0.0303951367781155
srt_domain8426	Br5415	Vasc. SMC	16	329	0.0486322188449848
srt_domain8426	Br5415	NK_and_T_cells	2	329	0.0060790273556231
srt_domain8426	Br5415	Astro_RYR3	17	329	0.0516717325227964
srt_domain8426	Br5415	Oligodendrocytes	14	329	0.0425531914893617
srt_domain8426	Br5415	Blood	15	329	0.0455927051671733
srt_domain8426	Br5415	Inhib_5HTR2A	1	329	0.00303951367781155
srt_domain8426	Br5426	Microglia	107	1925	0.0555844155844156
srt_domain8426	Br5426	Blood	52	1925	0.027012987012987
srt_domain8426	Br5426	LCNE	723	1925	0.375584415584416
srt_domain8426	Br5426	Astro_RYR3	108	1925	0.0561038961038961
srt_domain8426	Br5426	Oligodendrocytes	159	1925	0.0825974025974026
srt_domain8426	Br5426	Endothelium	169	1925	0.0877922077922078
srt_domain8426	Br5426	Vasc. SMC	50	1925	0.025974025974026
srt_domain8426	Br5426	OPC	127	1925	0.065974025974026
srt_domain8426	Br5426	DISCARD	49	1925	0.0254545454545455
srt_domain8426	Br5426	Mixed Neuropept.	120	1925	0.0623376623376623
srt_domain8426	Br5426	Astro_FGFR3	240	1925	0.124675324675325
srt_domain8426	Br5426	NK_and_T_cells	19	1925	0.00987012987012987
srt_domain8426	Br5426	Inhib_5HTR2A	2	1925	0.00103896103896104
srt_domain8426	Br5460	Astro_FGFR3	258	1714	0.150525087514586
srt_domain8426	Br5460	Microglia	117	1714	0.0682613768961494
srt_domain8426	Br5460	LCNE	650	1714	0.379229871645274
srt_domain8426	Br5460	Endothelium	145	1714	0.0845974329054842
srt_domain8426	Br5460	Vasc. SMC	57	1714	0.0332555425904317
srt_domain8426	Br5460	Blood	76	1714	0.044340723453909
srt_domain8426	Br5460	Oligodendrocytes	97	1714	0.0565927654609102
srt_domain8426	Br5460	NK_and_T_cells	35	1714	0.0204200700116686
srt_domain8426	Br5460	OPC	79	1714	0.0460910151691949
srt_domain8426	Br5460	Astro_RYR3	82	1714	0.0478413068844808
srt_domain8426	Br5460	Mixed Neuropept.	73	1714	0.0425904317386231
srt_domain8426	Br5460	DISCARD	35	1714	0.0204200700116686
srt_domain8426	Br5460	Inhib_5HTR2A	4	1714	0.00233372228704784
srt_domain8426	Br5460	Serotonergic	1	1714	0.00058343057176196
srt_domain8426	Br5460	Ependyma	3	1714	0.00175029171528588
srt_domain8426	Br5460	Astro_SERPINA3	2	1714	0.00116686114352392
srt_domain8426	Br5529	Astro_FGFR3	235	1691	0.138971023063276
srt_domain8426	Br5529	LCNE	681	1691	0.402720283855707
srt_domain8426	Br5529	Mixed Neuropept.	49	1691	0.0289769367238321
srt_domain8426	Br5529	OPC	69	1691	0.0408042578356002
srt_domain8426	Br5529	Vasc. SMC	56	1691	0.0331164991129509
srt_domain8426	Br5529	Endothelium	170	1691	0.10053222945003
srt_domain8426	Br5529	Oligodendrocytes	236	1691	0.139562389118865
srt_domain8426	Br5529	DISCARD	27	1691	0.015966883500887
srt_domain8426	Br5529	Microglia	29	1691	0.0171496156120639
srt_domain8426	Br5529	Astro_RYR3	58	1691	0.0342992312241277
srt_domain8426	Br5529	NK_and_T_cells	8	1691	0.00473092844470727
srt_domain8426	Br5529	Serotonergic	4	1691	0.00236546422235364
srt_domain8426	Br5529	Blood	68	1691	0.0402128917800118
srt_domain8426	Br5529	Inhib_5HTR2A	1	1691	0.000591366055588409
srt_domain8426	Br5634	LCNE	330	1185	0.278481012658228
srt_domain8426	Br5634	Microglia	130	1185	0.109704641350211
srt_domain8426	Br5634	Astro_SERPINA3	8	1185	0.00675105485232068
srt_domain8426	Br5634	Astro_RYR3	76	1185	0.0641350210970464
srt_domain8426	Br5634	OPC	51	1185	0.0430379746835443
srt_domain8426	Br5634	Oligodendrocytes	137	1185	0.115611814345992
srt_domain8426	Br5634	DISCARD	68	1185	0.0573839662447257
srt_domain8426	Br5634	Mixed Neuropept.	66	1185	0.0556962025316456
srt_domain8426	Br5634	Inhib_5HTR2A	11	1185	0.00928270042194093
srt_domain8426	Br5634	Blood	27	1185	0.0227848101265823
srt_domain8426	Br5634	Endothelium	77	1185	0.0649789029535865
srt_domain8426	Br5634	NK_and_T_cells	8	1185	0.00675105485232068
srt_domain8426	Br5634	Vasc. SMC	34	1185	0.0286919831223629
srt_domain8426	Br5634	Astro_FGFR3	120	1185	0.10126582278481
srt_domain8426	Br5634	Serotonergic	15	1185	0.0126582278481013
srt_domain8426	Br5634	Ependyma	27	1185	0.0227848101265823
srt_domain8426	Br5854	Endothelium	9	396	0.0227272727272727
srt_domain8426	Br5854	Astro_RYR3	17	396	0.0429292929292929
srt_domain8426	Br5854	LCNE	41	396	0.103535353535354
srt_domain8426	Br5854	Serotonergic	209	396	0.527777777777778
srt_domain8426	Br5854	Oligodendrocytes	26	396	0.0656565656565657
srt_domain8426	Br5854	Microglia	13	396	0.0328282828282828
srt_domain8426	Br5854	Mixed Neuropept.	16	396	0.0404040404040404
srt_domain8426	Br5854	DISCARD	11	396	0.0277777777777778
srt_domain8426	Br5854	Astro_FGFR3	34	396	0.0858585858585859
srt_domain8426	Br5854	Vasc. SMC	4	396	0.0101010101010101
srt_domain8426	Br5854	Inhib_5HTR2A	2	396	0.00505050505050505
srt_domain8426	Br5854	Blood	11	396	0.0277777777777778
