rn	LCloose	LCstrict	gained_or_altered_byNMseg_and_LCstrict	gained_or_altered_byNMseg_and_LCloose
Br2305_nmppfpni-1	No	No	No	No
Br2305_nnadpicd-1	No	No	No	No
Br2305_nnafcggi-1	No	No	No	No
Br2305_nnafgabd-1	No	No	No	No
Br2305_nnajbhld-1	No	No	No	No
Br2305_nnakiloi-1	No	No	No	No
Br2305_nnanagag-1	No	No	No	No
Br2305_nnaojgcp-1	No	No	No	No
Br2305_nnbehglo-1	No	No	No	No
Br2305_nnbfllfd-1	No	No	No	No
Br2305_nnbjgdeo-1	No	No	No	No
Br2305_nnboljba-1	No	No	No	No
Br2305_nncbabdg-1	No	No	No	No
Br2305_nncbhojh-1	No	No	No	No
Br2305_nnccekbf-1	No	No	No	No
Br2305_nncpiann-1	No	No	No	No
Br2305_nndeibhp-1	No	No	No	No
Br2305_nndnkddo-1	No	No	No	No
Br2305_nneeeigc-1	No	No	No	No
Br2305_nnehfmki-1	No	No	No	No
Br2305_nnfbhbid-1	No	No	No	No
Br2305_nnfodnnl-1	No	No	No	No
Br2305_nngkajdf-1	No	No	No	No
Br2305_nnglddfp-1	No	No	No	No
Br2305_nnhbdlcf-1	No	No	No	No
Br2305_nnhckhcb-1	No	No	No	No
Br2305_nnhflnge-1	No	No	No	No
Br2305_nnhfmlaf-1	No	No	No	No
Br2305_nnhidkga-1	No	No	No	No
Br2305_nnihbogh-1	No	No	No	No
Br2305_nninaobi-1	No	No	No	No
Br2305_nninnjdc-1	No	No	No	No
Br2305_nniofkhg-1	No	No	No	No
Br2305_nniooolh-1	No	No	No	No
Br2305_nnjmbaaj-1	No	No	No	No
Br2305_nnjondfc-1	No	No	No	No
Br2305_nnkfioai-1	No	No	No	No
Br2305_nnkieakn-1	No	No	No	No
Br2305_nnkimipn-1	No	No	No	No
Br2305_nnkjdeni-1	No	No	No	No
Br2305_nnkodbbi-1	No	No	No	No
Br2305_nnlbokhm-1	No	No	No	No
Br2305_nnleekdi-1	No	No	No	No
Br2305_nnlfcpld-1	No	No	No	No
Br2305_nnlgbepo-1	No	No	No	No
Br2305_nnlkfkag-1	No	No	No	No
Br2305_nnlkhdbd-1	No	No	No	No
Br2305_nnllleic-1	No	No	No	No
Br2305_nnlpakop-1	No	No	No	No
Br2305_nnlpochb-1	No	No	No	No
Br2305_nnmcoffa-1	No	No	No	No
Br2305_nnmdbjfm-1	No	No	No	No
Br2305_nnmgancm-1	No	No	No	No
Br2305_nnmjkpab-1	No	No	No	No
Br2305_nnmodelg-1	No	No	No	No
Br2305_nnncgjln-1	No	No	No	No
Br2305_nnncneeg-1	No	No	No	No
Br2305_nnndommk-1	No	No	No	No
Br2305_nnoameff-1	No	No	No	No
Br2305_nnobejlo-1	No	No	No	No
Br2305_nnoilnhh-1	No	No	No	No
Br2305_nnojkgdm-1	No	No	No	No
Br2305_nnonjafj-1	No	No	No	No
Br2305_nnpcncnf-1	No	No	No	No
Br2305_nnpflkcl-1	No	No	No	No
Br2305_nnpgalim-1	No	No	No	No
Br2305_nnphplon-1	No	No	No	No
Br2305_nnpioncl-1	No	No	No	No
Br2305_nnpmlfec-1	No	No	No	No
Br2305_nnpnkdjh-1	No	No	No	No
Br2305_noaafiab-1	No	No	No	No
Br2305_noacbeda-1	No	No	No	No
Br2305_noagfjjh-1	No	No	No	No
Br2305_noagilhd-1	No	No	No	No
Br2305_noagmena-1	No	No	No	No
Br2305_nobbbfgj-1	No	No	No	No
Br2305_nobpdmkj-1	No	No	No	No
Br2305_nocmjdpk-1	No	No	No	No
Br2305_nocpbhon-1	No	No	No	No
Br2305_nodecjhf-1	No	No	No	No
Br2305_nodjifci-1	No	No	No	No
Br2305_nodkpcgd-1	No	No	No	No
Br2305_nodnllcj-1	No	No	No	No
Br2305_nodoeikf-1	No	No	No	No
Br2305_noefggkc-1	No	No	No	No
Br2305_noelpjnp-1	No	No	No	No
Br2305_noenbnce-1	No	No	No	No
Br2305_nofcfokg-1	No	No	No	No
Br2305_nofmiioc-1	No	No	No	No
Br2305_nofmkldl-1	No	No	No	No
Br2305_nogdlejj-1	No	No	No	No
Br2305_nogedofj-1	No	No	No	No
Br2305_nogekclk-1	No	No	No	No
Br2305_noggkjmd-1	No	No	No	No
Br2305_nogholie-1	No	No	No	No
Br2305_nogicmpk-1	No	No	No	No
Br2305_nogjlggi-1	No	No	No	No
Br2305_nogkcoem-1	No	No	No	No
Br2305_nohaicmo-1	No	No	No	No
Br2305_nohbplap-1	No	No	No	No
Br2305_noheokld-1	No	No	No	No
Br2305_nohflaml-1	No	No	No	No
Br2305_nohgogib-1	No	No	No	No
Br2305_nohioaae-1	No	No	No	No
Br2305_nohldbpa-1	No	No	No	No
Br2305_nohnippi-1	No	No	No	No
Br2305_noigcphl-1	No	No	No	No
Br2305_noimkcfj-1	No	No	No	No
Br2305_noinbgnc-1	No	No	No	No
Br2305_noinbmll-1	No	No	No	No
Br2305_nojaiibh-1	No	No	No	No
Br2305_nojhkjfm-1	No	No	No	No
Br2305_nojlpegd-1	No	No	No	No
Br2305_nojondna-1	No	No	No	No
Br2305_nojppgnd-1	No	No	No	No
Br2305_nokcjjfa-1	No	No	No	No
Br2305_nokjding-1	No	No	No	No
Br2305_nokjnlmi-1	No	No	No	No
Br2305_noknoifl-1	No	No	No	No
Br2305_nokoakkl-1	No	No	No	No
Br2305_nolcgdpj-1	No	No	No	No
Br2305_nolfjpdi-1	No	No	No	No
Br2305_nolhkkek-1	No	No	No	No
Br2305_nolhpedb-1	No	No	No	No
Br2305_noljgcjj-1	No	No	No	No
Br2305_nomelapf-1	No	No	No	No
Br2305_nomgadpa-1	No	No	No	No
Br2305_nomhdine-1	No	No	No	No
Br2305_nommjdhj-1	No	No	No	No
Br2305_nonamfoc-1	No	No	No	No
Br2305_nonfgank-1	No	No	No	No
Br2305_nonncabe-1	No	No	No	No
Br2305_noojbdai-1	No	No	No	No
Br2305_noonciil-1	No	No	No	No
Br2305_nooojphk-1	No	No	No	No
Br2305_noopdfcd-1	No	No	No	No
Br2305_nopahbao-1	No	No	No	No
Br2305_nophmejf-1	No	No	No	No
Br2305_nopkiaco-1	No	No	No	No
Br2305_noppcfcc-1	No	No	No	No
Br2305_npaaplpm-1	No	No	No	No
Br2305_npadmghg-1	No	No	No	No
Br2305_npagffjd-1	No	No	No	No
Br2305_npaggffb-1	No	No	No	No
Br2305_npaidcgd-1	No	No	No	No
Br2305_npapmebj-1	No	No	No	No
Br2305_npbohmfc-1	No	No	No	No
Br2305_npcdclod-1	No	No	No	No
Br2305_npceodge-1	No	No	No	No
Br2305_npcjcnip-1	No	No	No	No
Br2305_npcnpinn-1	No	No	No	No
Br2305_npdccnde-1	No	No	No	No
Br2305_npdgeghi-1	No	No	No	No
Br2305_npdnmepd-1	No	No	No	No
Br2305_npdpppfn-1	No	No	No	No
Br2305_npecbehd-1	No	No	No	No
Br2305_npedljld-1	No	No	No	No
Br2305_npegllne-1	No	No	No	No
Br2305_npejkmon-1	No	No	No	No
Br2305_npemoadc-1	No	No	No	No
Br2305_npeoeeal-1	No	No	No	No
Br2305_npeomadd-1	No	No	No	No
Br2305_npfgedbl-1	No	No	No	No
Br2305_npfodglj-1	No	No	No	No
Br2305_npfpmghg-1	No	No	No	No
Br2305_npgbcodd-1	No	No	No	No
Br2305_npgejpik-1	No	No	No	No
Br2305_npgpdbff-1	No	No	No	No
Br2305_nphjedll-1	No	No	No	No
Br2305_nphkpnkb-1	No	No	No	No
Br2305_nphlbfkm-1	No	No	No	No
Br2305_nphmjkob-1	No	No	No	No
Br2305_nphmkgcp-1	No	No	No	No
Br2305_nphmomof-1	No	No	No	No
Br2305_nphofeli-1	No	No	No	No
Br2305_nphophgi-1	No	No	No	No
Br2305_npichgei-1	No	No	No	No
Br2305_npidfiib-1	No	No	No	No
Br2305_npidklni-1	No	No	No	No
Br2305_npiealjk-1	No	No	No	No
Br2305_npifddlg-1	No	No	No	No
Br2305_npilglpg-1	No	No	No	No
Br2305_npioaicb-1	No	No	No	No
Br2305_npjfaohd-1	No	No	No	No
Br2305_npjgbcho-1	No	No	No	No
Br2305_npjiflap-1	No	No	No	No
Br2305_npjnajfj-1	No	No	No	No
Br2305_npkbdjeh-1	No	No	No	No
Br2305_npkhljhm-1	No	No	No	No
Br2305_npkjehna-1	No	No	No	No
Br2305_npklamec-1	No	No	No	No
Br2305_nplabigd-1	No	No	No	No
Br2305_nplajhpn-1	No	No	No	No
Br2305_npleaica-1	No	No	No	No
Br2305_nplfiefc-1	No	No	No	No
Br2305_nplgedac-1	No	No	No	No
Br2305_nplhibnl-1	No	No	No	No
Br2305_nplhmlle-1	No	No	No	No
Br2305_npmadfnj-1	No	No	No	No
Br2305_npmbjbnm-1	No	No	No	No
Br2305_npmcdhig-1	No	No	No	No
Br2305_npmenanj-1	No	No	No	No
Br2305_npmgifep-1	No	No	No	No
Br2305_npmokemi-1	No	No	No	No
Br2305_npneahfe-1	No	No	No	No
Br2305_npnenmkf-1	No	No	No	No
Br2305_npnglihj-1	No	No	No	No
Br2305_npnhckel-1	No	No	No	No
Br2305_npnhdidi-1	No	No	No	No
Br2305_npoialdn-1	No	No	No	No
Br2305_npolcagn-1	No	No	No	No
Br2305_npondgko-1	No	No	No	No
Br2305_nppcalfm-1	No	No	No	No
Br2305_nppejjgn-1	No	No	No	No
Br2305_nppfhodp-1	No	No	No	No
Br2305_nppfogcj-1	No	No	No	No
Br2305_npppdkea-1	No	No	No	No
Br2305_oaacnjaj-1	No	No	No	No
Br2305_oaaeieog-1	No	No	No	No
Br2305_oaakameb-1	No	No	No	No
Br2305_oaanphaj-1	No	No	No	No
Br2305_oabbjmhp-1	No	No	No	No
Br2305_oabhdnah-1	No	No	No	No
Br2305_oabmfagp-1	No	No	No	No
Br2305_oacclklg-1	No	No	No	No
Br2305_oacnmdgn-1	No	No	No	No
Br2305_oadahmle-1	No	No	No	No
Br2305_oaddakng-1	No	No	No	No
Br2305_oadejkem-1	No	No	No	No
Br2305_oadggcec-1	No	No	No	No
Br2305_oadildbk-1	No	No	No	No
Br2305_oaehidld-1	No	No	No	No
Br2305_oaeojpga-1	No	No	No	No
Br2305_oafceabp-1	No	No	No	No
Br2305_oafjmfee-1	No	No	No	No
Br2305_oafnkpej-1	No	No	No	No
Br2305_oafolkcf-1	No	No	No	No
Br2305_oagbhkcp-1	No	No	No	No
Br2305_oahjgpog-1	No	No	No	No
Br2305_oahmdijn-1	No	No	No	No
Br2305_oaikpnjb-1	No	No	No	No
Br2305_oainejka-1	No	No	No	No
Br2305_oajbapkc-1	No	No	No	No
Br2305_oajcfcki-1	No	No	No	No
Br2305_oajneaal-1	No	No	No	No
Br2305_oajomchh-1	No	No	No	No
Br2305_oakeigim-1	No	No	No	No
Br2305_oakgglbp-1	No	No	No	No
Br2305_oakgphpc-1	No	No	No	No
Br2305_oakheend-1	No	No	No	No
Br2305_oakkncok-1	No	No	No	No
Br2305_oakldppp-1	No	No	No	No
Br2305_oakomepp-1	No	No	No	No
Br2305_oalclian-1	No	No	No	No
Br2305_oaldejob-1	No	No	No	No
Br2305_oalmbfgo-1	No	No	No	No
Br2305_oambmnel-1	No	No	No	No
Br2305_oamiabol-1	No	No	No	No
Br2305_oammifpg-1	No	No	No	No
Br2305_oanafhna-1	No	No	No	No
Br2305_oanchndh-1	No	No	No	No
Br2305_oanelofp-1	No	No	No	No
Br2305_oanfnpjm-1	No	No	No	No
Br2305_oanlpedg-1	No	No	No	No
Br2305_oannddif-1	No	No	No	No
Br2305_oanpjgll-1	No	No	No	No
Br2305_oaofbegd-1	No	No	No	No
Br2305_oaofnodj-1	No	No	No	No
Br2305_oaokckod-1	No	No	No	No
Br2305_oaolopii-1	No	No	No	No
Br2305_oaonmnoe-1	No	No	No	No
Br2305_oapblgee-1	No	No	No	No
Br2305_oapcaaia-1	No	No	No	No
Br2305_oapednbk-1	No	No	No	No
Br2305_oapgglld-1	No	No	No	No
Br2305_oapldghi-1	No	No	No	No
Br2305_obaephmh-1	No	No	No	No
Br2305_obagmcih-1	No	No	No	No
Br2305_obahaalf-1	No	No	No	No
Br2305_obaoogjf-1	No	No	No	No
Br2305_obbahjae-1	No	No	No	No
Br2305_obbgmlge-1	No	No	No	No
Br2305_obbgpheo-1	No	No	No	No
Br2305_obblekod-1	No	No	No	No
Br2305_obbnmcdl-1	No	No	No	No
Br2305_obbpofjh-1	No	No	No	No
Br2305_obcakona-1	No	No	No	No
Br2305_obceiapm-1	No	No	No	No
Br2305_obceigmp-1	No	No	No	No
Br2305_obcgkfdc-1	No	No	No	No
Br2305_obchppfa-1	No	No	No	No
Br2305_obcooodd-1	No	No	No	No
Br2305_obcpipjl-1	No	No	No	No
Br2305_obdbbkgc-1	No	No	No	No
Br2305_obdhfhlk-1	No	No	No	No
Br2305_obdpoekg-1	No	No	No	No
Br2305_obebghoe-1	No	No	No	No
Br2305_obeficpi-1	No	No	No	No
Br2305_obfakkhj-1	No	No	No	No
Br2305_obfcbnbb-1	No	No	No	No
Br2305_obfkgpbm-1	No	No	No	No
Br2305_obfocpbn-1	No	No	No	No
Br2305_obgbkihc-1	No	No	No	No
Br2305_obgccgge-1	No	No	No	No
Br2305_obgdbnef-1	No	No	No	No
Br2305_obgiphdk-1	No	No	No	No
Br2305_obgkpdao-1	No	No	No	No
Br2305_obhboong-1	No	No	No	No
Br2305_obhggken-1	No	No	No	No
Br2305_obhmlehe-1	No	No	No	No
Br2305_obhokmec-1	No	No	No	No
Br2305_obidjdmk-1	No	No	No	No
Br2305_obihdidl-1	No	No	No	No
Br2305_obihlboh-1	No	No	No	No
Br2305_objafhcj-1	No	No	No	No
Br2305_obkgicln-1	No	No	No	No
Br2305_obkiadcg-1	No	No	No	No
Br2305_obkiffoi-1	No	No	No	No
Br2305_obkjgkid-1	No	No	No	No
Br2305_obklfmph-1	No	No	No	No
Br2305_obkmodhh-1	No	No	No	No
Br2305_obkpggje-1	No	No	No	No
Br2305_oblaohmk-1	No	No	No	No
Br2305_oblefoac-1	No	No	No	No
Br2305_oblejpci-1	No	No	No	No
Br2305_oblkncbh-1	No	No	No	No
Br2305_obmgjkgb-1	No	No	No	No
Br2305_obnecnnc-1	No	No	No	No
Br2305_obnfijoo-1	No	No	No	No
Br2305_obnjmeha-1	No	No	No	No
Br2305_obnjnhei-1	No	No	No	No
Br2305_obnpcgfj-1	No	No	No	No
Br2305_oboinnnl-1	No	No	No	No
Br2305_obojlfma-1	No	No	No	No
Br2305_obpaaiog-1	No	No	No	No
Br2305_obpalcpk-1	No	No	No	No
Br2305_obpdfeah-1	No	No	No	No
Br2305_obphchke-1	No	No	No	No
Br2305_obpheagh-1	No	No	No	No
Br2305_obpibipi-1	No	No	No	No
Br2305_obplahnk-1	No	No	No	No
Br2305_obpmchab-1	No	No	No	No
Br2305_obpmlklj-1	No	No	No	No
Br2305_obpnakco-1	No	No	No	No
Br2305_obpnlelk-1	No	No	No	No
Br2305_obppghbn-1	No	No	No	No
Br2305_ocacibde-1	No	No	No	No
Br2305_ocagedin-1	No	No	No	No
Br2305_ocainlcd-1	No	No	No	No
Br2305_ocalenfm-1	No	No	No	No
Br2305_ocbgblmg-1	No	No	No	No
Br2305_ocbghbdf-1	No	No	No	No
Br2305_ocbgjida-1	No	No	No	No
Br2305_ocbhkigg-1	No	No	No	No
Br2305_ocbiofig-1	No	No	No	No
Br2305_ocbjbjpm-1	No	No	No	No
Br2305_ocblglde-1	No	No	No	No
Br2305_ocbmjdon-1	No	No	No	No
Br2305_ocbnojdp-1	No	No	No	No
Br2305_ocbohida-1	No	No	No	No
Br2305_occdbgfm-1	No	No	No	No
Br2305_occenaid-1	No	No	No	No
Br2305_occfmigj-1	No	No	No	No
Br2305_occhcbpf-1	No	No	No	No
Br2305_occijkhn-1	No	No	No	No
Br2305_occngnkk-1	No	No	No	No
Br2305_ocdmeocf-1	No	No	No	No
Br2305_ocdodhii-1	No	No	No	No
Br2305_oceblaio-1	No	No	No	No
Br2305_ocedlami-1	No	No	No	No
Br2305_ocedngcj-1	No	No	No	No
Br2305_ocejbfgn-1	No	No	No	No
Br2305_ocemiofl-1	No	No	No	No
Br2305_ocepahom-1	No	No	No	No
Br2305_ocfalmdf-1	No	No	No	No
Br2305_ocfdmdao-1	No	No	No	No
Br2305_ocffpdim-1	No	No	No	No
Br2305_ocfkcgjp-1	No	No	No	No
Br2305_ocflinlp-1	No	No	No	No
Br2305_ocfmjknd-1	No	No	No	No
Br2305_ocfmkobh-1	No	No	No	No
Br2305_ocfohfnk-1	No	No	No	No
Br2305_ocghfabk-1	No	No	No	No
Br2305_ocghfdnd-1	No	No	No	No
Br2305_ocghmian-1	No	No	No	No
Br2305_ocgjonmb-1	No	No	No	No
Br2305_ocglidlg-1	No	No	No	No
Br2305_ocgneonp-1	No	No	No	No
Br2305_ocgpoeok-1	No	No	No	No
Br2305_ochohpnm-1	No	No	No	No
Br2305_ocighjih-1	No	No	No	No
Br2305_ocihnkmp-1	No	No	No	No
Br2305_ociijdeg-1	No	No	No	No
Br2305_ocinnpio-1	No	No	No	No
Br2305_ocjepfjo-1	No	No	No	No
Br2305_ocjgblai-1	No	No	No	No
Br2305_ocjjdbbc-1	No	No	No	No
Br2305_ocjjpbba-1	No	No	No	No
Br2305_ocjkejhp-1	No	No	No	No
Br2305_ockbokih-1	No	No	No	No
Br2305_ockokcbm-1	No	No	No	No
Br2305_ockpdlkc-1	No	No	No	No
Br2305_oclbemnn-1	No	No	No	No
Br2305_ocledfio-1	No	No	No	No
Br2305_oclgmffe-1	No	No	No	No
Br2305_ocllohnj-1	No	No	No	No
Br2305_oclnelfj-1	No	No	No	No
Br2305_ocloedcc-1	No	No	No	No
Br2305_ocmjodop-1	No	No	No	No
Br2305_ocnafklc-1	No	No	No	No
Br2305_ocnffogl-1	No	No	No	No
Br2305_ocnihbhd-1	No	No	No	No
Br2305_ocnkanml-1	No	No	No	No
Br2305_ocnkodgl-1	No	No	No	No
Br2305_ocnpgdae-1	No	No	No	No
Br2305_ocooaogk-1	No	No	No	No
Br2305_ocoodgkm-1	No	No	No	No
Br2305_ocpdokhb-1	No	No	No	No
Br2305_odaacnpg-1	No	No	No	No
Br2305_odacpjoa-1	No	No	No	No
Br2305_odakkhpf-1	No	No	No	No
Br2305_odamnfga-1	No	No	No	No
Br2305_odapaeom-1	No	No	No	No
Br2305_odapolhg-1	No	No	No	No
Br2305_odbbmjea-1	No	No	No	No
Br2305_odbfbfpp-1	No	No	No	No
Br2305_odbidboc-1	No	No	No	No
Br2305_odbimklh-1	No	No	No	No
Br2305_odbkdkib-1	No	No	No	No
Br2305_odccomjn-1	No	No	No	No
Br2305_odceakhl-1	No	No	No	No
Br2305_odceeocd-1	No	No	No	No
Br2305_odcffnjf-1	No	No	No	No
Br2305_odcmgppp-1	No	No	No	No
Br2305_oddahenl-1	No	No	No	No
Br2305_oddcnfee-1	No	No	No	No
Br2305_oddggpkf-1	No	No	No	No
Br2305_oddijajb-1	No	No	No	No
Br2305_oddmhcmd-1	No	No	No	No
Br2305_odeanhgg-1	No	No	No	No
Br2305_odeecdid-1	No	No	No	No
Br2305_odegikfk-1	No	No	No	No
Br2305_odencoln-1	No	No	No	No
Br2305_odeppngi-1	No	No	No	No
Br2305_odfabeol-1	No	No	No	No
Br2305_odfbohae-1	No	No	No	No
Br2305_odfcoimp-1	No	No	No	No
Br2305_odfejbdf-1	No	No	No	No
Br2305_odfepemh-1	No	No	No	No
Br2305_odfjiepa-1	No	No	No	No
Br2305_odfkdbee-1	No	No	No	No
Br2305_odfkogmk-1	No	No	No	No
Br2305_odgccdia-1	No	No	No	No
Br2305_odgcgnil-1	No	No	No	No
Br2305_odgmdjoh-1	No	No	No	No
Br2305_odgomopl-1	No	No	No	No
Br2305_odhegpcc-1	No	No	No	No
Br2305_odhfblna-1	No	No	No	No
Br2305_odhhhkio-1	No	No	No	No
Br2305_odhimica-1	No	No	No	No
Br2305_odhmgnge-1	No	No	No	No
Br2305_odhmihij-1	No	No	No	No
Br2305_odhnkpco-1	No	No	No	No
Br2305_odibagje-1	No	No	No	No
Br2305_odidgejl-1	No	No	No	No
Br2305_odidlmia-1	No	No	No	No
Br2305_odigccfp-1	No	No	No	No
Br2305_odikmloa-1	No	No	No	No
Br2305_odjbbidf-1	No	No	No	No
Br2305_odjbegko-1	No	No	No	No
Br2305_odjbkihg-1	No	No	No	No
Br2305_odjblnkk-1	No	No	No	No
Br2305_odjddcdd-1	No	No	No	No
Br2305_odjejagp-1	No	No	No	No
Br2305_odjkgdji-1	No	No	No	No
Br2305_odjljgcg-1	No	No	No	No
Br2305_odjnmgkf-1	No	No	No	No
Br2305_odknkene-1	No	No	No	No
Br2305_odkpdehg-1	No	No	No	No
Br2305_odliekoa-1	No	No	No	No
Br2305_odloeojc-1	No	No	No	No
Br2305_odmbcgkl-1	No	No	No	No
Br2305_odmgippd-1	No	No	No	No
Br2305_odmmihda-1	No	No	No	No
Br2305_odmnehfo-1	No	No	No	No
Br2305_odndoagh-1	No	No	No	No
Br2305_odnfgmkh-1	No	No	No	No
Br2305_odnhoikj-1	No	No	No	No
Br2305_odnkpilf-1	No	No	No	No
Br2305_odoagpga-1	No	No	No	No
Br2305_odocdlmg-1	No	No	No	No
Br2305_odocmkco-1	No	No	No	No
Br2305_odocmpla-1	No	No	No	No
Br2305_ododlmfj-1	No	No	No	No
Br2305_odoeahcc-1	No	No	No	No
Br2305_odohcgce-1	No	No	No	No
Br2305_odoijomh-1	No	No	No	No
Br2305_odokhdhl-1	No	No	No	No
Br2305_odondljb-1	No	No	No	No
Br2305_odpemjdh-1	No	No	No	No
Br2305_odpfoipj-1	No	No	No	No
Br2305_odpohedm-1	No	No	No	No
Br2305_oeaekflm-1	No	No	No	No
Br2305_oeaiiakj-1	No	No	No	No
Br2305_oeajfnei-1	No	No	No	No
Br2305_oeajonhp-1	No	No	No	No
Br2305_oebanipn-1	No	No	No	No
Br2305_oebanlma-1	No	No	No	No
Br2305_oebbdlhn-1	No	No	No	No
Br2305_oebidobn-1	No	No	No	No
Br2305_oebipagf-1	No	No	No	No
Br2305_oecddmok-1	No	No	No	No
Br2305_oecemokk-1	No	No	No	No
Br2305_oeciggig-1	No	No	No	No
Br2305_oeckhjgc-1	No	No	No	No
Br2305_oedaeoni-1	No	No	No	No
Br2305_oedganoo-1	No	No	No	No
Br2305_oedgekjn-1	No	No	No	No
Br2305_oednifpe-1	No	No	No	No
Br2305_oeemohcj-1	No	No	No	No
Br2305_oefankjd-1	No	No	No	No
Br2305_oefeffpg-1	No	No	No	No
Br2305_oeffbokh-1	No	No	No	No
Br2305_oefhfbhm-1	No	No	No	No
Br2305_oefiplje-1	No	No	No	No
Br2305_oeflmjid-1	No	No	No	No
Br2305_oefoajpc-1	No	No	No	No
Br2305_oeggcckn-1	No	No	No	No
Br2305_oegjgmme-1	No	No	No	No
Br2305_oeglafkn-1	No	No	No	No
Br2305_oeglcklc-1	No	No	No	No
Br2305_oegnpepm-1	No	No	No	No
Br2305_oehgdjeb-1	No	No	No	No
Br2305_oehkbook-1	No	No	No	No
Br2305_oehkhhaf-1	No	No	No	No
Br2305_oehkjlie-1	No	No	No	No
Br2305_oeiohbcp-1	No	No	No	No
Br2305_oejebghc-1	No	No	No	No
Br2305_oejgajim-1	No	No	No	No
Br2305_oejjjjbj-1	No	No	No	No
Br2305_oekicodg-1	No	No	No	No
Br2305_oekjfggp-1	No	No	No	No
Br2305_oekphceh-1	No	No	No	No
Br2305_oelgoicm-1	No	No	No	No
Br2305_oelnnkcc-1	No	No	No	No
Br2305_oembadee-1	No	No	No	No
Br2305_oemdmpfl-1	No	No	No	No
Br2305_oemhhcdj-1	No	No	No	No
Br2305_oemjeapn-1	No	No	No	No
Br2305_oemlheoi-1	No	No	No	No
Br2305_oemodfkk-1	No	No	No	No
Br2305_oenbldbo-1	No	No	No	No
Br2305_oendoihl-1	No	No	No	No
Br2305_oengajfe-1	No	No	No	No
Br2305_oeofaglg-1	No	No	No	No
Br2305_oeolgbpl-1	No	No	No	No
Br2305_oepidakg-1	No	No	No	No
Br2305_oepieelb-1	No	No	No	No
Br2305_oepjhcjg-1	No	No	No	No
Br2305_oepmfldd-1	No	No	No	No
Br2305_oepnnhpk-1	No	No	No	No
Br2305_ofabldad-1	No	No	No	No
Br2305_ofacgehb-1	No	No	No	No
Br2305_ofbachmj-1	No	No	No	No
Br2305_ofbcollb-1	No	No	No	No
Br2305_ofbhkolf-1	No	No	No	No
Br2305_ofbmdlia-1	No	No	No	No
Br2305_ofbohkmi-1	No	No	No	No
Br2305_ofcbcmjo-1	No	No	No	No
Br2305_ofcchfbo-1	No	No	No	No
Br2305_ofccjofn-1	No	No	No	No
Br2305_ofcjidei-1	No	No	No	No
Br2305_ofcmfgbb-1	No	No	No	No
Br2305_ofcmoakp-1	No	No	No	No
Br2305_ofcpcleb-1	No	No	No	No
Br2305_ofdakpdb-1	No	No	No	No
Br2305_ofdfljoc-1	No	No	No	No
Br2305_ofdkkadg-1	No	No	No	No
Br2305_ofdoomjb-1	No	No	No	No
Br2305_ofeffoba-1	No	No	No	No
Br2305_ofegoffm-1	No	No	No	No
Br2305_ofeiopmc-1	No	No	No	No
Br2305_ofekgdfb-1	No	No	No	No
Br2305_ofelgoio-1	No	No	No	No
Br2305_ofeomnia-1	No	No	No	No
Br2305_offcncen-1	No	No	No	No
Br2305_offcpnka-1	No	No	No	No
Br2305_offecloe-1	No	No	No	No
Br2305_offkejpm-1	No	No	No	No
Br2305_offlocbm-1	No	No	No	No
Br2305_ofgkbodn-1	No	No	No	No
Br2305_ofgnbecf-1	No	No	No	No
Br2305_ofhaccnl-1	No	No	No	No
Br2305_ofhdemhi-1	No	No	No	No
Br2305_ofheghpg-1	No	No	No	No
Br2305_ofhidmle-1	No	No	No	No
Br2305_ofhoglji-1	No	No	No	No
Br2305_ofigipgg-1	No	No	No	No
Br2305_ofimdcno-1	No	No	No	No
Br2305_ofimlgcg-1	No	No	No	No
Br2305_ofiokieg-1	No	No	No	No
Br2305_ofjakdko-1	No	No	No	No
Br2305_ofjamgml-1	No	No	No	No
Br2305_ofjikdkf-1	No	No	No	No
Br2305_ofjlaadk-1	No	No	No	No
Br2305_ofkgcibb-1	No	No	No	No
Br2305_ofkgmpep-1	No	No	No	No
Br2305_ofkkgomg-1	No	No	No	No
Br2305_ofkkkgoc-1	No	No	No	No
Br2305_ofkkobll-1	No	No	No	No
Br2305_ofmalanl-1	No	No	No	No
Br2305_ofmbikmp-1	No	No	No	No
Br2305_ofmdchnp-1	No	No	No	No
Br2305_ofmedmhh-1	No	No	No	No
Br2305_ofmeoelp-1	No	No	No	No
Br2305_ofmlhblc-1	No	No	No	No
Br2305_ofmojpcm-1	No	No	No	No
Br2305_ofndfigj-1	No	No	No	No
Br2305_ofnejpkh-1	No	No	No	No
Br2305_ofnjjmlm-1	No	No	No	No
Br2305_ofnmocij-1	No	No	No	No
Br2305_ofobhooa-1	No	No	No	No
Br2305_ofocfnpf-1	No	No	No	No
Br2305_ofodhbbb-1	No	No	No	No
Br2305_ofogblhn-1	No	No	No	No
Br2305_ofohoapi-1	No	No	No	No
Br2305_ofoijjpi-1	No	No	No	No
Br2305_ofojmfee-1	No	No	No	No
Br2305_ofolnffm-1	No	No	No	No
Br2305_ofpchooi-1	No	No	No	No
Br2305_ofpdfjpk-1	No	No	No	No
Br2305_ofpffohm-1	No	No	No	No
Br2305_ofphlljl-1	No	No	No	No
Br2305_ofpjpejm-1	No	No	No	No
Br2305_ofpmmbie-1	No	No	No	No
Br2305_ogaedmpc-1	No	No	No	No
Br2305_ogaepoeo-1	No	No	No	No
Br2305_ogajjndg-1	No	No	No	No
