rn	LCloose	LCstrict	gained_or_altered_byNMseg_and_LCstrict	gained_or_altered_byNMseg_and_LCloose
Br0942_agbehdhf-1	No	No	No	No
Br0942_agbehedk-1	No	No	No	No
Br0942_agbfemch-1	No	No	No	No
Br0942_agbhnkdc-1	No	No	No	No
Br0942_agbobdjf-1	No	No	No	No
Br0942_agcakico-1	No	No	No	No
Br0942_agccnbed-1	No	No	No	No
Br0942_agcffmfi-1	No	No	No	No
Br0942_agcfgamf-1	No	No	No	No
Br0942_agcfjfic-1	No	No	No	No
Br0942_agckaeck-1	No	No	No	No
Br0942_agclljca-1	No	No	No	No
Br0942_agcnmeaj-1	No	No	No	No
Br0942_agdbhknd-1	No	No	No	No
Br0942_agdcklid-1	No	No	No	No
Br0942_agdoddmd-1	No	No	No	No
Br0942_agdpchng-1	No	No	No	No
Br0942_agdpemja-1	No	No	No	No
Br0942_ageamcal-1	No	No	No	No
Br0942_agecjade-1	No	No	No	No
Br0942_agedcddg-1	No	No	No	No
Br0942_agedeikk-1	No	No	No	No
Br0942_agegglmd-1	No	No	No	No
Br0942_agejjfko-1	No	No	No	No
Br0942_agenoohe-1	No	No	No	No
Br0942_agfafpdl-1	No	No	No	No
Br0942_agfbbplk-1	No	No	No	No
Br0942_agfcload-1	No	No	No	No
Br0942_agfcphdh-1	No	No	No	No
Br0942_agfkddcn-1	No	No	No	No
Br0942_agfnldlj-1	No	No	No	No
Br0942_aggadpif-1	No	No	No	No
Br0942_aggajifg-1	No	No	No	No
Br0942_aggbblph-1	No	No	No	No
Br0942_agghnhpd-1	No	No	No	No
Br0942_aggjikbn-1	No	No	No	No
Br0942_aggopace-1	No	No	No	No
Br0942_aghaoimp-1	No	No	No	No
Br0942_aghbfbka-1	No	No	No	No
Br0942_aghiohnc-1	No	No	No	No
Br0942_aghnpdob-1	No	No	No	No
Br0942_aghpgahl-1	No	No	No	No
Br0942_aghplfbn-1	No	No	No	No
Br0942_aghppnlc-1	No	No	No	No
Br0942_agifonlc-1	No	No	No	No
Br0942_agihcohc-1	No	No	No	No
Br0942_agikiffg-1	No	No	No	No
Br0942_agiknbej-1	No	No	No	No
Br0942_agimmgbm-1	No	No	No	No
Br0942_agiojodm-1	No	No	No	No
Br0942_agipjobf-1	No	No	No	No
Br0942_agjfdhcm-1	No	No	No	No
Br0942_agjjknbc-1	No	No	No	No
Br0942_agjjmioa-1	No	No	No	No
Br0942_agjpmnne-1	No	No	No	No
Br0942_agkadkjo-1	No	No	No	No
Br0942_agkajgbo-1	No	No	No	No
Br0942_agkbknlf-1	No	No	No	No
Br0942_agkghjob-1	No	No	No	No
Br0942_agklfeee-1	No	No	No	No
Br0942_agkomgng-1	No	No	No	No
Br0942_agkpafko-1	No	No	No	No
Br0942_agkpgdbc-1	No	No	No	No
Br0942_agldplik-1	No	No	No	No
Br0942_aglgpcfo-1	No	No	No	No
Br0942_aglkdidf-1	No	No	No	No
Br0942_agllnldc-1	No	No	No	No
Br0942_aglnlmed-1	No	No	No	No
Br0942_agmealah-1	No	No	No	No
Br0942_agmjddil-1	No	No	No	No
Br0942_agmjmhgj-1	No	No	No	No
Br0942_agmnmnei-1	No	No	No	No
Br0942_agmpdcln-1	No	No	No	No
Br0942_agnfeihm-1	No	No	No	No
Br0942_agngpapb-1	No	No	No	No
Br0942_agnhjbcn-1	No	No	No	No
Br0942_agnhmbdi-1	No	No	No	No
Br0942_agoaedah-1	No	No	No	No
Br0942_agofeijj-1	No	No	No	No
Br0942_agofpmgd-1	No	No	No	No
Br0942_agohfiph-1	No	No	No	No
Br0942_agojbbek-1	No	No	No	No
Br0942_agomhgad-1	No	No	No	No
Br0942_agonleel-1	No	No	No	No
Br0942_agpafmal-1	No	No	No	No
Br0942_agpcoodp-1	No	No	No	No
Br0942_agpgbebf-1	No	No	No	No
Br0942_agpocnmi-1	No	No	No	No
Br0942_agppjokk-1	No	No	No	No
Br0942_ahaaoanh-1	No	No	No	No
Br0942_ahaebiha-1	No	No	No	No
Br0942_ahahoodc-1	No	No	No	No
Br0942_ahailcbm-1	No	No	No	No
Br0942_ahakfoga-1	No	No	No	No
Br0942_ahakfoil-1	No	No	No	No
Br0942_ahalkocb-1	No	No	No	No
Br0942_ahamcjbc-1	No	No	No	No
Br0942_ahbdkdcj-1	No	No	No	No
Br0942_ahbhakkb-1	No	No	No	No
Br0942_ahblplfi-1	No	No	No	No
Br0942_ahbpibhg-1	No	No	No	No
Br0942_ahbplnab-1	No	No	No	No
Br0942_ahcfiiao-1	No	No	No	No
Br0942_ahcgggcp-1	No	No	No	No
Br0942_ahcianlm-1	No	No	No	No
Br0942_ahcommpp-1	No	No	No	No
Br0942_ahcpjdce-1	No	No	No	No
Br0942_ahcpnkpe-1	No	No	No	No
Br0942_ahdfdnjl-1	No	No	No	No
Br0942_ahdhhpag-1	No	No	No	No
Br0942_ahdieffl-1	No	No	No	No
Br0942_ahdlfiph-1	No	No	No	No
Br0942_ahdmcbid-1	No	No	No	No
Br0942_ahdpoeeh-1	No	No	No	No
Br0942_ahebfplh-1	No	No	No	No
Br0942_ahecdaap-1	No	No	No	No
Br0942_ahedcfko-1	No	No	No	No
Br0942_ahedloko-1	No	No	No	No
Br0942_ahejlojm-1	No	No	No	No
Br0942_ahfaihlp-1	No	No	No	No
Br0942_ahfkhlfj-1	No	No	No	No
Br0942_ahfmipgj-1	No	No	No	No
Br0942_ahfpmjlb-1	No	No	No	No
Br0942_ahgaeaai-1	No	No	No	No
Br0942_ahgbffii-1	No	No	No	No
Br0942_ahgciagm-1	No	No	No	No
Br0942_ahgefoah-1	No	No	No	No
Br0942_ahgimndm-1	No	No	No	No
Br0942_ahgjbhac-1	No	No	No	No
Br0942_ahgjffkf-1	No	No	No	No
Br0942_ahgjhkeh-1	No	No	No	No
Br0942_ahglgkjb-1	No	No	No	No
Br0942_ahgnmjbe-1	No	No	No	No
Br0942_ahhaamhl-1	No	No	No	No
Br0942_ahhhhhdg-1	No	No	No	No
Br0942_ahhhmope-1	No	No	No	No
Br0942_ahhjdlij-1	No	No	No	No
Br0942_ahhmpnhc-1	No	No	No	No
Br0942_ahidfflm-1	No	No	No	No
Br0942_ahidhagj-1	No	No	No	No
Br0942_ahifiebh-1	No	No	No	No
Br0942_ahifkgio-1	No	No	No	No
Br0942_ahijcmhj-1	No	No	No	No
Br0942_ahikbngj-1	No	No	No	No
Br0942_ahilbcgl-1	No	No	No	No
Br0942_ahinbgmi-1	No	No	No	No
Br0942_ahiomnga-1	No	No	No	No
Br0942_ahjegcgg-1	No	No	No	No
Br0942_ahjfamni-1	No	No	No	No
Br0942_ahjgiole-1	No	No	No	No
Br0942_ahjgkhih-1	No	No	No	No
Br0942_ahjhkefc-1	No	No	No	No
Br0942_ahjhnkgo-1	No	No	No	No
Br0942_ahkafiaf-1	No	No	No	No
Br0942_ahkealea-1	No	No	No	No
Br0942_ahkedikm-1	No	No	No	No
Br0942_ahkeedfg-1	No	No	No	No
Br0942_ahkfipmk-1	No	No	No	No
Br0942_ahkhighe-1	No	No	No	No
Br0942_ahkijkoa-1	No	No	No	No
Br0942_ahkkgmli-1	No	No	No	No
Br0942_ahkkjbem-1	No	No	No	No
Br0942_ahknolep-1	No	No	No	No
Br0942_ahkockkn-1	No	No	No	No
Br0942_ahkpegim-1	No	No	No	No
Br0942_ahkpgaop-1	No	No	No	No
Br0942_ahlacmfi-1	No	No	No	No
Br0942_ahleghcl-1	No	No	No	No
Br0942_ahlgfoci-1	No	No	No	No
Br0942_ahlonjcj-1	No	No	No	No
Br0942_ahmcfalg-1	No	No	No	No
Br0942_ahmdllda-1	No	No	No	No
Br0942_ahmedlli-1	No	No	No	No
Br0942_ahmejdcj-1	No	No	No	No
Br0942_ahmgolod-1	No	No	No	No
Br0942_ahmhdjcj-1	No	No	No	No
Br0942_ahmjchdm-1	No	No	No	No
Br0942_ahmkdpjj-1	No	No	No	No
Br0942_ahmohlje-1	No	No	No	No
Br0942_ahnafejk-1	No	No	No	No
Br0942_ahnbepni-1	No	No	No	No
Br0942_ahnfkbnm-1	No	No	No	No
Br0942_ahnfljah-1	No	No	No	No
Br0942_ahnjnhlo-1	No	No	No	No
Br0942_ahnlmlgd-1	No	No	No	No
Br0942_ahnlocok-1	No	No	No	No
Br0942_ahnmbhll-1	No	No	No	No
Br0942_ahnmeeng-1	No	No	No	No
Br0942_ahobepdh-1	No	No	No	No
Br0942_ahojfnoh-1	No	No	No	No
Br0942_aholmbag-1	No	No	No	No
Br0942_ahomjdbk-1	No	No	No	No
Br0942_ahomomhh-1	No	No	No	No
Br0942_ahpdccjh-1	No	No	No	No
Br0942_ahpeccbm-1	No	No	No	No
Br0942_ahpfibbh-1	No	No	No	No
Br0942_ahpgdagl-1	No	No	No	No
Br0942_ahpgdefp-1	No	No	No	No
Br0942_ahpjadml-1	No	No	No	No
Br0942_ahpllmem-1	No	No	No	No
Br0942_ahppbkml-1	No	No	No	No
Br0942_aiahdnop-1	No	No	No	No
Br0942_aiahofkd-1	No	No	No	No
Br0942_aiambeig-1	No	No	No	No
Br0942_aianhbdm-1	No	No	No	No
Br0942_aiaomlnf-1	No	No	No	No
Br0942_aibakema-1	No	No	No	No
Br0942_aibckbio-1	No	No	No	No
Br0942_aibckclh-1	No	No	No	No
Br0942_aibeohgm-1	No	No	No	No
Br0942_aibjalfd-1	No	No	No	No
Br0942_aibmcbbm-1	No	No	No	No
Br0942_aibmkodk-1	No	No	No	No
Br0942_aicahjco-1	No	No	No	No
Br0942_aicccfll-1	No	No	No	No
Br0942_aicflabo-1	No	No	No	No
Br0942_aicjeaha-1	No	No	No	No
Br0942_aickkmah-1	No	No	No	No
Br0942_aidcbold-1	No	No	No	No
Br0942_aidedgaa-1	No	No	No	No
Br0942_aidgbmfh-1	No	No	No	No
Br0942_aidighom-1	No	No	No	No
Br0942_aidpnfko-1	No	No	No	No
Br0942_aiebpffh-1	No	No	No	No
Br0942_aiebpild-1	No	No	No	No
Br0942_aiefpiec-1	No	No	No	No
Br0942_aiehfnmn-1	No	No	No	No
Br0942_aiejonal-1	No	No	No	No
Br0942_aifemmcj-1	No	No	No	No
Br0942_aifgagoc-1	No	No	No	No
Br0942_aifhcomn-1	No	No	No	No
Br0942_aififjbh-1	No	No	No	No
Br0942_aifkonac-1	No	No	No	No
Br0942_aiflkmbl-1	No	No	No	No
Br0942_aifmepen-1	No	No	No	No
Br0942_aifmfhcm-1	No	No	No	No
Br0942_aifmmcpb-1	No	No	No	No
Br0942_aifnbaid-1	No	No	No	No
Br0942_aifnboki-1	No	No	No	No
Br0942_aigbnlhe-1	No	No	No	No
Br0942_aigdbjii-1	No	No	No	No
Br0942_aigdclba-1	No	No	No	No
Br0942_aigiedfh-1	No	No	No	No
Br0942_aigklkjj-1	No	No	No	No
Br0942_aigmalen-1	No	No	No	No
Br0942_aihddlbk-1	No	No	No	No
Br0942_aihijglj-1	No	No	No	No
Br0942_aihkohgf-1	No	No	No	No
Br0942_aihnaifm-1	No	No	No	No
Br0942_aihojicp-1	No	No	No	No
Br0942_aiiifakb-1	No	No	No	No
Br0942_aiijmlcg-1	No	No	No	No
Br0942_aiikjopb-1	No	No	No	No
Br0942_aiiljglg-1	No	No	No	No
Br0942_aijaohoj-1	No	No	No	No
Br0942_aijdbbcb-1	No	No	No	No
Br0942_aijgcmnk-1	No	No	No	No
Br0942_aijhalgn-1	No	No	No	No
Br0942_aijjhekg-1	No	No	No	No
Br0942_aijoecac-1	No	No	No	No
Br0942_aijpimjd-1	No	No	No	No
Br0942_aikbclgk-1	No	No	No	No
Br0942_aikcnlch-1	No	No	No	No
Br0942_aikdiiin-1	No	No	No	No
Br0942_aikhbfeo-1	No	No	No	No
Br0942_aikhdoea-1	No	No	No	No
Br0942_aikjpcia-1	No	No	No	No
Br0942_aikkhfol-1	No	No	No	No
Br0942_aikkhljb-1	No	No	No	No
Br0942_aikmhnkb-1	No	No	No	No
Br0942_aikokkde-1	No	No	No	No
Br0942_aikpaaoa-1	No	No	No	No
Br0942_ailemihb-1	No	No	No	No
Br0942_ailfpglg-1	No	No	No	No
Br0942_ailjdobo-1	No	No	No	No
Br0942_ailknccf-1	No	No	No	No
Br0942_ailnahlp-1	No	No	No	No
Br0942_ailpggla-1	No	No	No	No
Br0942_aimbadpp-1	No	No	No	No
Br0942_aimdpknc-1	No	No	No	No
Br0942_aimeeegd-1	No	No	No	No
Br0942_aimfoglo-1	No	No	No	No
Br0942_aimgnfmp-1	No	No	No	No
Br0942_aimkhkdl-1	No	No	No	No
Br0942_ainbihgc-1	No	No	No	No
Br0942_ainfmhib-1	No	No	No	No
Br0942_ainhmjjg-1	No	No	No	No
Br0942_ainmegal-1	No	No	No	No
Br0942_ainpnchg-1	No	No	No	No
Br0942_aioeehdk-1	No	No	No	No
Br0942_aiofbabj-1	No	No	No	No
Br0942_aiognemb-1	No	No	No	No
Br0942_aipjjeok-1	No	No	No	No
Br0942_aipmhmda-1	No	No	No	No
Br0942_ajaklfnl-1	No	No	No	No
Br0942_ajamfkoc-1	No	No	No	No
Br0942_ajbdjgaj-1	No	No	No	No
Br0942_ajbdjkcg-1	No	No	No	No
Br0942_ajbeikbp-1	No	No	No	No
Br0942_ajbgmeaf-1	No	No	No	No
Br0942_ajbhabdn-1	No	No	No	No
Br0942_ajbombff-1	No	No	No	No
Br0942_ajcgdghb-1	No	No	No	No
Br0942_ajchaplg-1	No	No	No	No
Br0942_ajchpjeg-1	No	No	No	No
Br0942_ajcjhioj-1	No	No	No	No
Br0942_ajcmabap-1	No	No	No	No
Br0942_ajcnfmhl-1	No	No	No	No
Br0942_ajcpgpeb-1	No	No	No	No
Br0942_ajcpoick-1	No	No	No	No
Br0942_ajdccmap-1	No	No	No	No
Br0942_ajdkonak-1	No	No	No	No
Br0942_ajejngad-1	No	No	No	No
Br0942_ajekgjde-1	No	No	No	No
Br0942_ajellmmi-1	No	No	No	No
Br0942_ajfcbkjj-1	No	No	No	No
Br0942_ajfcjpni-1	No	No	No	No
Br0942_ajfdbbif-1	No	No	No	No
Br0942_ajfkpppc-1	No	No	No	No
Br0942_ajflipph-1	No	No	No	No
Br0942_ajfmiajg-1	No	No	No	No
Br0942_ajfnkejc-1	No	No	No	No
Br0942_ajfnnfhj-1	No	No	No	No
Br0942_ajfpmnhj-1	No	No	No	No
Br0942_ajgehpoi-1	No	No	No	No
Br0942_ajgjacbb-1	No	No	No	No
Br0942_ajgmndgf-1	No	No	No	No
Br0942_ajhececi-1	No	No	No	No
Br0942_ajhhjcfo-1	No	No	No	No
Br0942_ajidbeak-1	No	No	No	No
Br0942_ajifcamb-1	No	No	No	No
Br0942_ajihbafk-1	No	No	No	No
Br0942_ajimlbma-1	No	No	No	No
Br0942_ajipmkcc-1	No	No	No	No
Br0942_ajjfjabl-1	No	No	No	No
Br0942_ajjihjnh-1	No	No	No	No
Br0942_ajkaddge-1	No	No	No	No
Br0942_ajkafgek-1	No	No	No	No
Br0942_ajkajjbb-1	No	No	No	No
Br0942_ajkjikpd-1	No	No	No	No
Br0942_ajkoncfo-1	No	No	No	No
Br0942_ajladbim-1	No	No	No	No
Br0942_ajlgckap-1	No	No	No	No
Br0942_ajljbpfj-1	No	No	No	No
Br0942_ajlmjobh-1	No	No	No	No
Br0942_ajlnjpdi-1	No	No	No	No
Br0942_ajloodik-1	No	No	No	No
Br0942_ajmdihee-1	No	No	No	No
Br0942_ajmdiobc-1	No	No	No	No
Br0942_ajmidmdb-1	No	No	No	No
Br0942_ajmnngmi-1	No	No	No	No
Br0942_ajmoghbn-1	No	No	No	No
Br0942_ajmondkj-1	No	No	No	No
Br0942_ajmpkjoj-1	No	No	No	No
Br0942_ajncgnbi-1	No	No	No	No
Br0942_ajnhcfca-1	No	No	No	No
Br0942_ajnhnmko-1	No	No	No	No
Br0942_ajnklpjc-1	No	No	No	No
Br0942_ajnmeiln-1	No	No	No	No
Br0942_ajnmpagf-1	No	No	No	No
Br0942_ajoafkba-1	No	No	No	No
Br0942_ajodpbki-1	No	No	No	No
Br0942_ajofbiob-1	No	No	No	No
Br0942_ajogbohl-1	No	No	No	No
Br0942_ajojkgah-1	No	No	No	No
Br0942_ajokfgmg-1	No	No	No	No
Br0942_ajokljjj-1	No	No	No	No
Br0942_ajolkapa-1	No	No	No	No
Br0942_ajomclgl-1	No	No	No	No
Br0942_ajomoiok-1	No	No	No	No
Br0942_ajompcho-1	No	No	No	No
Br0942_ajpbhonf-1	No	No	No	No
Br0942_ajpjofoa-1	No	No	No	No
Br0942_akafnilj-1	No	No	No	No
Br0942_akaipglb-1	No	No	No	No
Br0942_akaoklce-1	No	No	No	No
Br0942_akaolpal-1	No	No	No	No
Br0942_akbcolgd-1	No	No	No	No
Br0942_akbfibkb-1	No	No	No	No
Br0942_akbgklli-1	No	No	No	No
Br0942_akbkmado-1	No	No	No	No
Br0942_akbmefaj-1	No	No	No	No
Br0942_akbobdna-1	No	No	No	No
Br0942_akbpdncp-1	No	No	No	No
Br0942_akcbfhhb-1	No	No	No	No
Br0942_akccbpim-1	No	No	No	No
Br0942_akcflako-1	No	No	No	No
Br0942_akckejaa-1	No	No	No	No
Br0942_akclocih-1	No	No	No	No
Br0942_akcmgbkc-1	No	No	No	No
Br0942_akcmkgob-1	No	No	No	No
Br0942_akcmkheh-1	No	No	No	No
Br0942_akcmogmg-1	No	No	No	No
Br0942_akcofhae-1	No	No	No	No
Br0942_akdapdea-1	No	No	No	No
Br0942_akdgefke-1	No	No	No	No
Br0942_akdjcemi-1	No	No	No	No
Br0942_akdmjlde-1	No	No	No	No
Br0942_akdnigka-1	No	No	No	No
Br0942_akeaajgc-1	No	No	No	No
Br0942_akealpna-1	No	No	No	No
Br0942_akecagim-1	No	No	No	No
Br0942_akedelng-1	No	No	No	No
Br0942_akefcjia-1	No	No	No	No
Br0942_akegbibm-1	No	No	No	No
Br0942_akeggmci-1	No	No	No	No
Br0942_akehjmmc-1	No	No	No	No
Br0942_akeiahae-1	No	No	No	No
Br0942_akeihabc-1	No	No	No	No
Br0942_akemnemg-1	No	No	No	No
Br0942_akemoeek-1	No	No	No	No
Br0942_akennfln-1	No	No	No	No
Br0942_akfcjfbk-1	No	No	No	No
Br0942_akfgcpbh-1	No	No	No	No
Br0942_akfndiep-1	No	No	No	No
Br0942_akfnijga-1	No	No	No	No
Br0942_akgekmoj-1	No	No	No	No
Br0942_akgkbchj-1	No	No	No	No
Br0942_akgkniij-1	No	No	No	No
Br0942_akgmbbep-1	No	No	No	No
Br0942_akgndddj-1	No	No	No	No
Br0942_akgniggf-1	No	No	No	No
Br0942_akgocmfa-1	No	No	No	No
Br0942_akhelcdl-1	No	No	No	No
Br0942_akhjgcco-1	No	No	No	No
Br0942_akhndmkb-1	No	No	No	No
Br0942_akiaahdp-1	No	No	No	No
Br0942_akifkack-1	No	No	No	No
Br0942_akinmlce-1	No	No	No	No
Br0942_akjfdehm-1	No	No	No	No
Br0942_akjhkimb-1	No	No	No	No
Br0942_akjiolkp-1	No	No	No	No
Br0942_akjkbfel-1	No	No	No	No
Br0942_akjkcleb-1	No	No	No	No
Br0942_akjkhbno-1	No	No	No	No
Br0942_akjkkffb-1	No	No	No	No
Br0942_akjmjjda-1	No	No	No	No
Br0942_akkbabnm-1	No	No	No	No
Br0942_akkbaolk-1	No	No	No	No
Br0942_akkfbkbp-1	No	No	No	No
Br0942_akkflhon-1	No	No	No	No
Br0942_akkhnblm-1	No	No	No	No
Br0942_akkkbnla-1	No	No	No	No
Br0942_akknmmia-1	No	No	No	No
Br0942_akkodeim-1	No	No	No	No
Br0942_aklflpkp-1	No	No	No	No
Br0942_aklgcgak-1	No	No	No	No
Br0942_aklnhpdp-1	No	No	No	No
Br0942_akmahpio-1	No	No	No	No
Br0942_akmdbhff-1	No	No	No	No
Br0942_akmefclc-1	No	No	No	No
Br0942_akmibjcp-1	No	No	No	No
Br0942_akmknkfc-1	No	No	No	No
Br0942_akmlookc-1	No	No	No	No
Br0942_akmpdnnn-1	No	No	No	No
Br0942_aknakemc-1	No	No	No	No
Br0942_aknhfnnn-1	No	No	No	No
Br0942_aknknjbk-1	No	No	No	No
Br0942_aknlbgpf-1	No	No	No	No
Br0942_aknnmknb-1	No	No	No	No
Br0942_aknpbkjh-1	No	No	No	No
Br0942_aknpdfio-1	No	No	No	No
Br0942_akocpphi-1	No	No	No	No
Br0942_akogmidi-1	No	No	No	No
Br0942_akohnhma-1	No	No	No	No
Br0942_akoihjmh-1	No	No	No	No
Br0942_akoleibj-1	No	No	No	No
Br0942_akolfbbm-1	No	No	No	No
Br0942_akolkgol-1	No	No	No	No
Br0942_akonhbfb-1	No	No	No	No
Br0942_akonmmgj-1	No	No	No	No
Br0942_akpbhdep-1	No	No	No	No
Br0942_akpdknge-1	No	No	No	No
Br0942_akphcill-1	No	No	No	No
Br0942_akpjpeih-1	No	No	No	No
Br0942_akplimdm-1	No	No	No	No
Br0942_akpljgjg-1	No	No	No	No
Br0942_akplodfo-1	No	No	No	No
Br0942_akpmcknc-1	No	No	No	No
Br0942_alaccikh-1	No	No	No	No
Br0942_aladaogk-1	No	No	No	No
Br0942_alafdngg-1	No	No	No	No
Br0942_alagkmif-1	No	No	No	No
Br0942_alagljgc-1	No	No	No	No
Br0942_alahinil-1	No	No	No	No
Br0942_alaiecec-1	No	No	No	No
Br0942_alamaigo-1	No	No	No	No
Br0942_albbghfi-1	No	No	No	No
Br0942_albianac-1	No	No	No	No
Br0942_albibpcb-1	No	No	No	No
Br0942_albjbfpj-1	No	No	No	No
Br0942_albmglpn-1	No	No	No	No
Br0942_alcejhfa-1	No	No	No	No
Br0942_alcfjnaf-1	No	No	No	No
Br0942_alckcgfk-1	No	No	No	No
Br0942_aldcgdpm-1	No	No	No	No
Br0942_aldeembe-1	No	No	No	No
Br0942_aldeigjh-1	No	No	No	No
Br0942_aldggafd-1	No	No	No	No
Br0942_aldjeiho-1	No	No	No	No
Br0942_aldjkcfb-1	No	No	No	No
Br0942_aldmjpfd-1	No	No	No	No
Br0942_aleccdde-1	No	No	No	No
Br0942_aleefdcf-1	No	No	No	No
Br0942_aleihakn-1	No	No	No	No
Br0942_alejljjb-1	No	No	No	No
Br0942_alenkgdp-1	No	No	No	No
Br0942_aleofmfl-1	No	No	No	No
Br0942_alfcakig-1	No	No	No	No
Br0942_alfncnhe-1	No	No	No	No
Br0942_alfodble-1	No	No	No	No
Br0942_alfpnlin-1	No	No	No	No
Br0942_algblpbl-1	No	No	No	No
Br0942_algchbob-1	No	No	No	No
Br0942_algcjkal-1	No	No	No	No
Br0942_algdbabc-1	No	No	No	No
Br0942_algepcng-1	No	No	No	No
Br0942_algipalc-1	No	No	No	No
Br0942_algkfcal-1	No	No	No	No
Br0942_alglndnb-1	No	No	No	No
Br0942_algmhpfb-1	No	No	No	No
Br0942_algobjpf-1	No	No	No	No
Br0942_algplmnd-1	No	No	No	No
Br0942_alhbhoel-1	No	No	No	No
Br0942_alhbnjbb-1	No	No	No	No
Br0942_alhccpgp-1	No	No	No	No
Br0942_alhcnljm-1	No	No	No	No
Br0942_alhgldkc-1	No	No	No	No
Br0942_alhgoibf-1	No	No	No	No
Br0942_alhioenp-1	No	No	No	No
Br0942_alhlchfg-1	No	No	No	No
Br0942_alhndaai-1	No	No	No	No
Br0942_alibagje-1	No	No	No	No
Br0942_alicohbk-1	No	No	No	No
Br0942_alienfab-1	No	No	No	No
Br0942_aliijmeh-1	No	No	No	No
Br0942_alijbhoe-1	No	No	No	No
Br0942_alijnalc-1	No	No	No	No
Br0942_alinfkbg-1	No	No	No	No
Br0942_aliokblg-1	No	No	No	No
Br0942_aljamgdc-1	No	No	No	No
Br0942_aljflpdp-1	No	No	No	No
Br0942_aljmodck-1	No	No	No	No
Br0942_alkfgfee-1	No	No	No	No
Br0942_alkfjeak-1	No	No	No	No
Br0942_alkkgdil-1	No	No	No	No
Br0942_alkpgamg-1	No	No	No	No
Br0942_allcmpgc-1	No	No	No	No
Br0942_allfckda-1	No	No	No	No
Br0942_allhlnmc-1	No	No	No	No
Br0942_alljmpio-1	No	No	No	No
Br0942_allkmnfa-1	No	No	No	No
Br0942_allnbiek-1	No	No	No	No
Br0942_allnigii-1	No	No	No	No
Br0942_almadhdh-1	No	No	No	No
Br0942_almaknip-1	No	No	No	No
Br0942_almbffoi-1	No	No	No	No
Br0942_almdbfki-1	No	No	No	No
Br0942_almhklgi-1	No	No	No	No
Br0942_almjhpcb-1	No	No	No	No
Br0942_almoinlo-1	No	No	No	No
Br0942_alnnndgm-1	No	No	No	No
Br0942_alnpolao-1	No	No	No	No
Br0942_alocclgn-1	No	No	No	No
Br0942_alodbfkm-1	No	No	No	No
Br0942_alogpgjm-1	No	No	No	No
Br0942_aloiohfn-1	No	No	No	No
Br0942_alojbine-1	No	No	No	No
Br0942_alokbmbo-1	No	No	No	No
Br0942_alolnigd-1	No	No	No	No
Br0942_alomekjb-1	No	No	No	No
Br0942_alongkgf-1	No	No	No	No
Br0942_alonjdfa-1	No	No	No	No
Br0942_aloogjig-1	No	No	No	No
Br0942_alpbpbmj-1	No	No	No	No
Br0942_alpjmkhi-1	No	No	No	No
Br0942_amacffjb-1	No	No	No	No
Br0942_amahgmpo-1	No	No	No	No
Br0942_amakbeba-1	No	No	No	No
Br0942_amapicce-1	No	No	No	No
Br0942_ambajgol-1	No	No	No	No
Br0942_ambaklln-1	No	No	No	No
Br0942_ambdbpij-1	No	No	No	No
Br0942_ambfkfmj-1	No	No	No	No
Br0942_ambhgjjf-1	No	No	No	No
Br0942_ambnlpan-1	No	No	No	No
Br0942_amcadldf-1	No	No	No	No
Br0942_amcbbfhg-1	No	No	No	No
Br0942_amcebmjj-1	No	No	No	No
Br0942_amcfmblh-1	No	No	No	No
Br0942_amckmjho-1	No	No	No	No
Br0942_amcldenj-1	No	No	No	No
Br0942_amdbpjlo-1	No	No	No	No
Br0942_amdghomb-1	No	No	No	No
Br0942_amdjbppp-1	No	No	No	No
Br0942_amdlebip-1	No	No	No	No
Br0942_amealdpg-1	No	No	No	No
Br0942_amebjngp-1	No	No	No	No
Br0942_amebkflb-1	No	No	No	No
Br0942_amecpaff-1	No	No	No	No
Br0942_amedacij-1	No	No	No	No
Br0942_ameefcng-1	No	No	No	No
Br0942_ameenjjn-1	No	No	No	No
Br0942_amegondj-1	No	No	No	No
Br0942_amejpepo-1	No	No	No	No
Br0942_amfapnpi-1	No	No	No	No
Br0942_amfbljhh-1	No	No	No	No
Br0942_amfdkfcp-1	No	No	No	No
Br0942_amfhekbh-1	No	No	No	No
Br0942_amflhjkd-1	No	No	No	No
Br0942_amfnbhbi-1	No	No	No	No
Br0942_amfnipij-1	No	No	No	No
Br0942_amfohccp-1	No	No	No	No
Br0942_amfpngan-1	No	No	No	No
Br0942_amgagmim-1	No	No	No	No
Br0942_amgelggm-1	No	No	No	No
Br0942_amglkbek-1	No	No	No	No
Br0942_amglnkdc-1	No	No	No	No
Br0942_amgncemm-1	No	No	No	No
Br0942_amgpdkeo-1	No	No	No	No
Br0942_amhbiohg-1	No	No	No	No
Br0942_amhjhbfh-1	No	No	No	No
Br0942_amhmanno-1	No	No	No	No
Br0942_amhnceln-1	No	No	No	No
Br0942_amicpild-1	No	No	No	No
Br0942_amieaeli-1	No	No	No	No
Br0942_amiebokg-1	No	No	No	No
Br0942_amigmknn-1	No	No	No	No
Br0942_amiklpcj-1	No	No	No	No
Br0942_amimnfmo-1	No	No	No	No
Br0942_amimpjhd-1	No	No	No	No
Br0942_amjbnjlf-1	No	No	No	No
Br0942_amjkimom-1	No	No	No	No
Br0942_amjnlbog-1	No	No	No	No
Br0942_amkjapid-1	No	No	No	No
Br0942_amkjfkod-1	No	No	No	No
